date,geography,geography code,Proficiency in English language: Main language is English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well,Proficiency in English language: Total: All usual residents aged 3 years and over
2021,Bexley 025C,E01000423,1474,85,47,30,1,7,1559
2021,Bexley 026A,E01000424,1640,56,33,13,3,7,1696
2021,Bexley 025D,E01000425,1670,67,42,18,1,6,1737
2021,Bexley 026B,E01000426,1493,113,51,49,0,13,1606
2021,Bexley 026C,E01000427,1861,82,39,37,0,6,1943
2021,Bexley 027D,E01000428,1641,177,118,42,2,15,1818
2021,Bexley 008B,E01000429,1449,153,72,59,2,20,1602
2021,Bexley 008C,E01000430,1797,192,105,61,4,22,1989
2021,Bexley 008D,E01000431,1032,115,66,35,2,12,1147
2021,Bexley 008F,E01000433,1700,173,65,62,3,43,1873
2021,Bexley 008G,E01000434,1430,107,50,42,2,13,1537
2021,Bexley 010E,E01000435,1308,116,55,46,1,14,1424
2021,Bexley 011E,E01000436,1578,121,60,39,5,17,1699
2021,Bexley 007A,E01000437,1235,96,33,41,4,18,1331
2021,Bexley 007B,E01000438,1467,142,63,50,3,26,1609
2021,Bexley 007C,E01000439,1266,114,56,42,4,12,1380
2021,Bexley 007D,E01000440,1254,98,43,37,1,17,1352
2021,Bexley 007E,E01000441,1567,168,79,62,4,23,1735
2021,Bexley 006E,E01000442,1503,123,59,45,0,19,1626
2021,Bexley 024B,E01000443,1236,48,30,11,2,5,1284
2021,Bexley 023B,E01000444,1529,58,36,17,1,4,1587
2021,Bexley 024C,E01000445,1538,76,44,18,0,14,1614
2021,Bexley 024D,E01000446,1413,40,32,5,0,3,1453
2021,Bexley 023C,E01000447,1774,107,59,33,2,13,1881
2021,Bexley 023D,E01000448,1280,35,19,9,1,6,1315
2021,Bexley 023E,E01000449,1456,56,38,11,1,6,1512
2021,Bexley 009E,E01000450,1569,173,82,63,6,22,1742
2021,Bexley 009F,E01000451,1529,167,96,41,1,29,1696
2021,Bexley 009G,E01000452,1224,152,87,42,3,20,1376
2021,Bexley 013B,E01000453,1272,155,74,53,8,20,1427
2021,Bexley 013C,E01000454,1334,228,98,90,4,36,1562
2021,Bexley 013D,E01000455,1449,297,156,98,9,34,1746
2021,Bexley 013E,E01000456,1232,145,83,38,4,20,1377
2021,Bexley 026D,E01000457,1893,205,110,69,2,24,2098
2021,Bexley 027E,E01000458,1449,60,34,14,1,11,1509
2021,Bexley 027F,E01000459,1673,148,76,51,3,18,1821
2021,Bexley 022E,E01000460,1163,59,36,20,0,3,1222
2021,Bexley 024E,E01000461,1521,66,38,17,3,8,1587
2021,Bexley 026E,E01000462,1822,176,103,44,3,26,1998
2021,Bexley 025E,E01000463,1154,48,30,13,2,3,1202
2021,Bexley 002D,E01000464,1315,170,63,50,12,45,1485
2021,Bexley 002E,E01000465,1416,204,93,69,13,29,1620
2021,Bexley 001A,E01000466,1427,220,101,57,13,49,1647
2021,Bexley 001B,E01000467,1410,206,98,71,3,34,1616
2021,Bexley 001C,E01000468,2475,362,157,151,11,43,2837
2021,Bexley 001D,E01000469,1386,287,144,98,9,36,1673
2021,Bexley 002F,E01000470,1061,171,56,67,4,44,1232
2021,Brent 026A,E01000471,840,849,276,343,47,183,1689
2021,Brent 029A,E01000472,1336,962,396,368,51,147,2298
2021,Brent 029B,E01000473,1244,1376,410,444,152,370,2620
2021,Brent 026B,E01000474,1078,1114,294,460,95,265,2192
2021,Brent 029C,E01000475,1075,979,348,383,54,194,2054
2021,Brent 026C,E01000476,1030,1084,289,382,87,326,2114
2021,Brent 026D,E01000477,955,1340,385,466,116,373,2295
2021,Brent 029D,E01000478,1147,1267,393,460,83,331,2414
2021,Brent 009A,E01000479,1231,486,221,178,23,64,1717
2021,Brent 006A,E01000480,1102,552,254,205,18,75,1654
2021,Brent 009B,E01000481,1080,495,191,220,9,75,1575
2021,Brent 009D,E01000483,1180,599,189,239,13,158,1779
2021,Brent 006B,E01000484,1283,429,200,147,13,69,1712
2021,Brent 006C,E01000485,1042,520,217,182,23,98,1562
2021,Brent 006D,E01000486,1088,553,240,211,6,96,1641
2021,Brent 006E,E01000487,1122,804,305,312,21,166,1926
2021,Brent 022A,E01000488,1105,488,231,158,13,86,1593
2021,Brent 030A,E01000489,1258,420,217,117,13,73,1678
2021,Brent 023A,E01000490,1230,473,249,154,8,62,1703
2021,Brent 030B,E01000491,1561,430,224,150,9,47,1991
2021,Brent 030C,E01000492,981,256,111,89,11,45,1237
2021,Brent 030D,E01000493,1256,300,141,113,12,34,1556
2021,Brent 023B,E01000494,1183,525,208,183,37,97,1708
2021,Brent 023C,E01000495,1153,396,196,138,19,43,1549
2021,Brent 011A,E01000497,1367,640,255,262,15,108,2007
2021,Brent 010B,E01000498,977,642,220,237,33,152,1619
2021,Brent 011B,E01000499,1170,647,204,272,30,141,1817
2021,Brent 011C,E01000501,1449,505,184,215,10,96,1954
2021,Brent 011D,E01000502,1244,535,188,249,16,82,1779
2021,Brent 011E,E01000503,1395,629,214,271,21,123,2024
2021,Brent 018A,E01000504,1316,414,200,160,5,49,1730
2021,Brent 018B,E01000505,1207,376,174,150,8,44,1583
2021,Brent 014A,E01000506,965,628,258,229,25,116,1593
2021,Brent 018C,E01000507,1105,468,204,168,10,86,1573
2021,Brent 025A,E01000508,1798,664,230,262,18,154,2462
2021,Brent 014B,E01000509,835,572,162,249,26,135,1407
2021,Brent 014C,E01000510,916,685,229,268,40,148,1601
2021,Brent 014D,E01000511,1119,526,163,222,16,125,1645
2021,Brent 018D,E01000512,1234,421,174,152,13,82,1655
2021,Brent 002A,E01000513,1067,558,210,220,16,112,1625
2021,Brent 002B,E01000514,1001,528,196,214,17,101,1529
2021,Brent 003A,E01000515,1156,640,235,270,20,115,1796
2021,Brent 002C,E01000516,1302,935,348,369,25,193,2237
2021,Brent 003B,E01000517,1003,577,224,246,16,91,1580
2021,Brent 005A,E01000518,1180,681,254,308,16,103,1861
2021,Brent 005B,E01000519,1142,791,262,369,20,140,1933
2021,Brent 002D,E01000520,1068,551,207,226,11,107,1619
2021,Brent 025B,E01000521,1426,773,228,326,24,195,2199
2021,Brent 025C,E01000522,1479,487,140,217,32,98,1966
2021,Brent 031A,E01000523,1494,718,247,279,30,162,2212
2021,Brent 031B,E01000524,1584,748,261,304,27,156,2332
2021,Brent 031C,E01000525,1308,479,187,185,16,91,1787
2021,Brent 025D,E01000526,1567,559,192,224,13,130,2126
2021,Brent 025E,E01000527,1269,556,204,227,15,110,1825
2021,Brent 025F,E01000528,1189,467,188,183,8,88,1656
2021,Brent 033A,E01000530,1441,322,131,120,11,60,1763
2021,Brent 033B,E01000531,1336,400,155,158,21,66,1736
2021,Brent 033C,E01000532,1248,202,107,60,3,32,1450
2021,Brent 031E,E01000533,1559,542,180,207,19,136,2101
2021,Brent 033D,E01000534,1401,287,149,99,5,34,1688
2021,Brent 031F,E01000535,1473,507,204,210,9,84,1980
2021,Brent 004A,E01000536,1065,456,234,136,13,73,1521
2021,Brent 004B,E01000538,1133,419,205,146,7,61,1552
2021,Brent 004C,E01000539,1063,473,219,174,13,67,1536
2021,Brent 004D,E01000540,1028,388,211,134,3,40,1416
2021,Brent 004E,E01000541,770,575,217,235,17,106,1345
2021,Brent 003E,E01000543,879,702,306,265,22,109,1581
2021,Brent 034A,E01000544,1257,465,237,150,15,63,1722
2021,Brent 028A,E01000545,1312,535,252,165,12,106,1847
2021,Brent 028B,E01000546,1185,406,205,125,7,69,1591
2021,Brent 028C,E01000547,1268,321,158,119,13,31,1589
2021,Brent 028D,E01000548,1378,554,265,202,10,77,1932
2021,Brent 028E,E01000549,1376,369,226,101,2,40,1745
2021,Brent 034B,E01000550,1475,492,221,191,15,65,1967
2021,Brent 034C,E01000551,2195,612,276,230,15,91,2807
2021,Brent 034D,E01000552,1100,358,168,135,12,43,1458
2021,Brent 015A,E01000553,1248,718,306,268,27,117,1966
2021,Brent 015B,E01000554,1318,572,261,201,16,94,1890
2021,Brent 015C,E01000555,1143,400,224,132,5,39,1543
2021,Brent 015D,E01000556,1234,777,271,342,33,131,2011
2021,Brent 015E,E01000557,1174,640,226,257,18,139,1814
2021,Brent 015F,E01000558,1091,265,140,71,8,46,1356
2021,Brent 018E,E01000559,915,429,167,153,35,74,1344
2021,Brent 023D,E01000560,1134,380,220,108,6,46,1514
2021,Brent 023E,E01000561,1420,456,210,153,10,83,1876
2021,Brent 008A,E01000562,1134,343,169,116,9,49,1477
2021,Brent 008B,E01000563,1137,416,218,131,8,59,1553
2021,Brent 013A,E01000564,912,641,267,253,14,107,1553
2021,Brent 013B,E01000565,1066,432,181,171,15,65,1498
2021,Brent 008C,E01000566,987,517,242,193,14,68,1504
2021,Brent 016A,E01000567,894,457,171,199,14,73,1351
2021,Brent 008D,E01000568,1317,821,437,286,13,85,2138
2021,Brent 008E,E01000569,1043,380,187,135,7,51,1423
2021,Brent 012A,E01000570,950,558,203,233,15,107,1508
2021,Brent 012B,E01000571,1151,573,235,215,18,105,1724
2021,Brent 007A,E01000572,953,481,211,187,18,65,1434
2021,Brent 007B,E01000573,876,714,289,290,18,117,1590
2021,Brent 007C,E01000574,946,618,202,298,17,101,1564
2021,Brent 007D,E01000575,1035,1013,369,431,25,188,2048
2021,Brent 012C,E01000576,1115,704,269,317,15,103,1819
2021,Brent 007E,E01000577,1473,994,386,390,42,176,2467
2021,Brent 012D,E01000578,1521,722,295,291,16,120,2243
2021,Brent 032A,E01000579,1275,257,142,72,4,39,1532
2021,Brent 032B,E01000580,1604,379,219,106,6,48,1983
2021,Brent 030E,E01000581,1272,204,119,53,4,28,1476
2021,Brent 032C,E01000582,1529,232,136,66,4,26,1761
2021,Brent 032D,E01000583,1620,362,207,101,15,39,1982
2021,Brent 033E,E01000584,1161,335,148,125,12,50,1496
2021,Brent 033F,E01000585,1183,246,120,82,4,40,1429
2021,Brent 032E,E01000586,1707,583,281,201,12,89,2290
2021,Brent 001A,E01000587,891,686,271,284,27,104,1577
2021,Brent 001B,E01000589,1404,1063,422,414,33,194,2467
2021,Brent 001C,E01000590,1181,676,238,279,19,140,1857
2021,Brent 003F,E01000591,1091,1001,341,445,28,187,2092
2021,Brent 001D,E01000592,1133,650,254,282,13,101,1783
2021,Brent 001E,E01000593,1292,752,280,342,20,110,2044
2021,Brent 001F,E01000594,912,845,299,391,20,135,1757
2021,Brent 027A,E01000595,1227,468,132,215,16,105,1695
2021,Brent 021A,E01000596,1301,486,161,209,26,90,1787
2021,Brent 027D,E01000599,1414,415,152,156,17,90,1829
2021,Brent 021B,E01000601,1035,315,90,135,7,83,1350
2021,Brent 021C,E01000602,1042,383,127,154,11,91,1425
2021,Brent 021D,E01000603,928,440,148,162,18,112,1368
2021,Brent 021E,E01000604,1285,413,140,167,16,90,1698
2021,Brent 021F,E01000605,1302,427,163,181,11,72,1729
2021,Brent 016B,E01000606,938,875,361,347,27,140,1813
2021,Brent 013C,E01000607,1347,1132,448,466,29,189,2479
2021,Brent 013D,E01000608,1340,915,327,394,29,165,2255
2021,Brent 016C,E01000609,1179,820,280,350,19,171,1999
2021,Brent 019A,E01000610,1277,830,345,321,25,139,2107
2021,Brent 016D,E01000611,1180,664,290,238,13,123,1844
2021,Brent 019B,E01000612,996,714,269,292,30,123,1710
2021,Brent 013E,E01000613,1010,673,270,257,16,130,1683
2021,Brent 036A,E01000615,2119,968,508,319,24,117,3087
2021,Brent 020A,E01000616,1148,740,265,290,20,165,1888
2021,Brent 036B,E01000617,1482,715,312,269,21,113,2197
2021,Brent 036D,E01000618,1032,594,210,244,13,127,1626
2021,Brent 036C,E01000619,1066,593,216,229,28,120,1659
2021,Brent 020B,E01000620,1148,554,187,220,29,118,1702
2021,Brent 020C,E01000621,1097,662,195,276,36,155,1759
2021,Brent 010D,E01000622,1105,715,234,306,19,156,1820
2021,Brent 005C,E01000623,1148,664,216,316,10,122,1812
2021,Brent 005D,E01000624,1161,526,196,230,18,82,1687
2021,Brent 009E,E01000625,1078,526,189,206,17,114,1604
2021,Brent 010E,E01000626,1028,458,153,190,15,100,1486
2021,Brent 014E,E01000627,1158,828,217,385,43,183,1986
2021,Brent 014F,E01000628,1005,720,217,324,28,151,1725
2021,Brent 005E,E01000629,1159,749,289,302,23,135,1908
2021,Brent 026E,E01000630,1628,994,401,346,48,199,2622
2021,Brent 019C,E01000631,1045,949,360,354,39,196,1994
2021,Brent 029E,E01000632,1078,1323,432,467,113,311,2401
2021,Brent 019D,E01000633,1112,1389,349,571,119,350,2501
2021,Brent 019E,E01000634,1459,1084,424,417,40,203,2543
2021,Brent 020E,E01000636,1619,885,324,376,17,168,2504
2021,Brent 022B,E01000637,953,508,186,203,26,93,1461
2021,Brent 024A,E01000638,1161,870,327,323,38,182,2031
2021,Brent 022C,E01000639,1075,591,257,203,38,93,1666
2021,Brent 024B,E01000640,1205,909,255,352,64,238,2114
2021,Brent 024C,E01000641,1216,649,236,246,28,139,1865
2021,Brent 022D,E01000642,1414,735,305,287,17,126,2149
2021,Brent 024D,E01000643,1672,507,171,214,24,98,2179
2021,Brent 022E,E01000644,1354,495,222,177,22,74,1849
2021,Bromley 007A,E01000645,1341,68,44,13,0,11,1409
2021,Bromley 016A,E01000646,1553,194,123,46,8,17,1747
2021,Bromley 016B,E01000647,1523,115,79,29,0,7,1638
2021,Bromley 016C,E01000648,1695,126,69,39,1,17,1821
2021,Bromley 007B,E01000649,1889,107,72,19,2,14,1996
2021,Bromley 022A,E01000650,1670,96,63,22,1,10,1766
2021,Bromley 020A,E01000651,1560,80,51,17,1,11,1640
2021,Bromley 022B,E01000652,1589,77,48,20,0,9,1666
2021,Bromley 016D,E01000653,1423,78,54,14,1,9,1501
2021,Bromley 039A,E01000654,1224,28,16,8,0,4,1252
2021,Bromley 039B,E01000655,1250,31,20,7,1,3,1281
2021,Bromley 039C,E01000656,1431,33,27,3,1,2,1464
2021,Bromley 039D,E01000657,1477,38,26,10,0,2,1515
2021,Bromley 042A,E01000658,1297,14,7,3,1,3,1311
2021,Bromley 039E,E01000659,1401,22,9,8,0,5,1423
2021,Bromley 026A,E01000661,2405,299,181,72,11,35,2704
2021,Bromley 026B,E01000662,1636,100,63,26,2,9,1736
2021,Bromley 026C,E01000663,1495,120,65,38,5,12,1615
2021,Bromley 026D,E01000664,1518,91,55,28,0,8,1609
2021,Bromley 033A,E01000665,1722,74,40,23,1,10,1796
2021,Bromley 033B,E01000666,1798,52,33,12,2,5,1850
2021,Bromley 033C,E01000667,1580,52,26,16,6,4,1632
2021,Bromley 020B,E01000668,1922,191,110,58,1,22,2113
2021,Bromley 020C,E01000669,1584,73,40,21,2,10,1657
2021,Bromley 018A,E01000670,1625,252,159,66,3,24,1877
2021,Bromley 020D,E01000671,1912,273,164,84,3,22,2185
2021,Bromley 011A,E01000672,1452,167,110,43,1,13,1619
2021,Bromley 011B,E01000673,1490,119,72,37,3,7,1609
2021,Bromley 008A,E01000674,1400,251,127,90,5,29,1651
2021,Bromley 008B,E01000676,1450,495,282,149,9,55,1945
2021,Bromley 018C,E01000677,1541,276,176,76,3,21,1817
2021,Bromley 016E,E01000678,1610,178,103,56,6,13,1788
2021,Bromley 020E,E01000679,1585,119,71,34,0,14,1704
2021,Bromley 037A,E01000680,1554,64,44,9,2,9,1618
2021,Bromley 035A,E01000681,1582,121,91,23,3,4,1703
2021,Bromley 035B,E01000682,1434,133,89,32,3,9,1567
2021,Bromley 035C,E01000683,1458,201,135,48,6,12,1659
2021,Bromley 035D,E01000684,1841,200,161,33,1,5,2041
2021,Bromley 037B,E01000685,1435,126,98,19,2,7,1561
2021,Bromley 037C,E01000686,1365,86,64,16,3,3,1451
2021,Bromley 037D,E01000687,1447,78,42,24,1,11,1525
2021,Bromley 037E,E01000688,1266,83,59,16,0,8,1349
2021,Bromley 002A,E01000689,1454,121,73,38,1,9,1575
2021,Bromley 002B,E01000690,1255,81,56,17,0,8,1336
2021,Bromley 002C,E01000691,1386,88,52,26,1,9,1474
2021,Bromley 002D,E01000692,1507,97,58,23,6,10,1604
2021,Bromley 010A,E01000693,1393,87,42,33,1,11,1480
2021,Bromley 007C,E01000694,2093,123,87,27,1,8,2216
2021,Bromley 007D,E01000695,1432,44,33,9,0,2,1476
2021,Bromley 007E,E01000696,1517,67,47,15,0,5,1584
2021,Bromley 007F,E01000697,1617,115,77,29,2,7,1732
2021,Bromley 010B,E01000698,1096,65,44,13,3,5,1161
2021,Bromley 015A,E01000699,1234,152,75,57,2,18,1386
2021,Bromley 013A,E01000700,1337,123,66,40,3,14,1460
2021,Bromley 015B,E01000701,1260,101,57,29,2,13,1361
2021,Bromley 013B,E01000702,1234,126,70,36,2,18,1360
2021,Bromley 013C,E01000703,1546,131,71,42,2,16,1677
2021,Bromley 015C,E01000704,1288,121,59,37,5,20,1409
2021,Bromley 015D,E01000705,1164,139,77,41,1,20,1303
2021,Bromley 013D,E01000706,1233,93,46,31,4,12,1326
2021,Bromley 041A,E01000707,1367,74,50,19,1,4,1441
2021,Bromley 041B,E01000708,1503,118,60,43,7,8,1621
2021,Bromley 006A,E01000709,1168,147,104,29,2,12,1315
2021,Bromley 006B,E01000710,1964,277,188,62,1,26,2241
2021,Bromley 006C,E01000711,1555,242,152,70,2,18,1797
2021,Bromley 012A,E01000712,1531,211,132,65,2,12,1742
2021,Bromley 012B,E01000713,1563,193,139,39,1,14,1756
2021,Bromley 006D,E01000714,1790,286,170,83,7,26,2076
2021,Bromley 012C,E01000715,1564,144,85,47,2,10,1708
2021,Bromley 011C,E01000716,1516,98,67,22,3,6,1614
2021,Bromley 011D,E01000717,1433,198,113,58,3,24,1631
2021,Bromley 006E,E01000718,1792,204,103,74,5,22,1996
2021,Bromley 019A,E01000719,1792,218,119,73,3,23,2010
2021,Bromley 019B,E01000720,1562,165,79,71,2,13,1727
2021,Bromley 019C,E01000721,1359,162,78,57,5,22,1521
2021,Bromley 023A,E01000722,1610,172,96,51,4,21,1782
2021,Bromley 029A,E01000723,1160,46,30,10,1,5,1206
2021,Bromley 019D,E01000724,1427,171,96,54,2,19,1598
2021,Bromley 023B,E01000725,1538,136,86,34,2,14,1674
2021,Bromley 029B,E01000726,1179,78,47,20,2,9,1257
2021,Bromley 028A,E01000727,1484,149,84,47,1,17,1633
2021,Bromley 019E,E01000728,1407,150,65,54,5,26,1557
2021,Bromley 014A,E01000729,1694,171,86,63,4,18,1865
2021,Bromley 014B,E01000730,1585,142,65,54,2,21,1727
2021,Bromley 023C,E01000731,1212,112,53,37,1,21,1324
2021,Bromley 023D,E01000732,1376,82,47,24,5,6,1458
2021,Bromley 023E,E01000733,1512,107,61,33,2,11,1619
2021,Bromley 028B,E01000734,1246,85,54,26,0,5,1331
2021,Bromley 014C,E01000735,1360,126,69,47,1,9,1486
2021,Bromley 010C,E01000736,1485,94,52,29,2,11,1579
2021,Bromley 010D,E01000737,1233,111,65,29,2,15,1344
2021,Bromley 014D,E01000738,1472,146,80,49,0,17,1618
2021,Bromley 014E,E01000739,1485,122,55,46,4,17,1607
2021,Bromley 005B,E01000741,1525,197,117,43,2,35,1722
2021,Bromley 005C,E01000742,1722,307,176,96,7,28,2029
2021,Bromley 009A,E01000743,1522,281,121,99,9,52,1803
2021,Bromley 009B,E01000744,1299,199,80,71,13,35,1498
2021,Bromley 005D,E01000745,1578,213,125,62,4,22,1791
2021,Bromley 005E,E01000746,1695,211,121,64,2,24,1906
2021,Bromley 042B,E01000747,1916,49,26,16,0,7,1965
2021,Bromley 042C,E01000748,1628,27,17,8,1,1,1655
2021,Bromley 036A,E01000749,1603,28,15,9,0,4,1631
2021,Bromley 036B,E01000750,1375,57,34,17,0,6,1432
2021,Bromley 036C,E01000751,1976,215,135,59,4,17,2191
2021,Bromley 036D,E01000752,1642,63,41,18,2,2,1705
2021,Bromley 031A,E01000753,1818,85,67,16,0,2,1903
2021,Bromley 031B,E01000754,1581,123,80,31,1,11,1704
2021,Bromley 031C,E01000755,1507,94,61,26,0,7,1601
2021,Bromley 033D,E01000756,1575,98,57,27,3,11,1673
2021,Bromley 031D,E01000757,1472,71,68,2,0,1,1543
2021,Bromley 031E,E01000758,1317,104,80,20,0,4,1421
2021,Bromley 034A,E01000759,1577,38,27,8,1,2,1615
2021,Bromley 034B,E01000760,1527,68,30,30,2,6,1595
2021,Bromley 034C,E01000761,1468,39,22,13,1,3,1507
2021,Bromley 018D,E01000762,1519,161,112,43,1,5,1680
2021,Bromley 027A,E01000763,1385,57,41,11,1,4,1442
2021,Bromley 027B,E01000764,1655,114,73,26,4,11,1769
2021,Bromley 034D,E01000765,1672,81,46,26,1,8,1753
2021,Bromley 027C,E01000766,1705,72,53,13,1,5,1777
2021,Bromley 027D,E01000767,1559,42,31,11,0,0,1601
2021,Bromley 034E,E01000768,1418,54,32,20,0,2,1472
2021,Bromley 024A,E01000769,1317,43,24,11,0,8,1360
2021,Bromley 012D,E01000770,1392,94,63,27,1,3,1486
2021,Bromley 041C,E01000771,1520,94,52,29,2,11,1614
2021,Bromley 012E,E01000772,1434,113,73,32,1,7,1547
2021,Bromley 024B,E01000773,1471,81,52,17,0,12,1552
2021,Bromley 041D,E01000774,1324,122,68,42,1,11,1446
2021,Bromley 024C,E01000775,2094,131,88,32,1,10,2225
2021,Bromley 024D,E01000777,1500,83,43,23,1,16,1583
2021,Bromley 024E,E01000778,1482,90,53,24,2,11,1572
2021,Bromley 001A,E01000779,1224,133,68,39,4,22,1357
2021,Bromley 001B,E01000780,1355,193,106,64,1,22,1548
2021,Bromley 001C,E01000781,1346,158,86,47,2,23,1504
2021,Bromley 001D,E01000782,1287,181,83,58,4,36,1468
2021,Bromley 001E,E01000783,1345,208,117,67,1,23,1553
2021,Bromley 002E,E01000784,1367,120,67,33,2,18,1487
2021,Bromley 001F,E01000785,1347,176,85,65,5,21,1523
2021,Bromley 032A,E01000786,1320,101,75,20,2,4,1421
2021,Bromley 029C,E01000787,1333,108,53,40,3,12,1441
2021,Bromley 029D,E01000788,1401,159,77,54,6,22,1560
2021,Bromley 032B,E01000789,1606,184,100,70,3,11,1790
2021,Bromley 028C,E01000790,1864,364,224,105,2,33,2228
2021,Bromley 029E,E01000791,1358,105,68,24,2,11,1463
2021,Bromley 032C,E01000792,1314,137,60,63,3,11,1451
2021,Bromley 032D,E01000793,1427,91,66,19,1,5,1518
2021,Bromley 035E,E01000794,1413,87,63,19,0,5,1500
2021,Bromley 032E,E01000795,1236,93,65,18,0,10,1329
2021,Bromley 009C,E01000796,1277,208,90,84,5,29,1485
2021,Bromley 013E,E01000797,1491,97,46,32,1,18,1588
2021,Bromley 009D,E01000798,1248,211,90,80,4,37,1459
2021,Bromley 004A,E01000799,1445,276,129,96,2,49,1721
2021,Bromley 009E,E01000800,1351,254,142,85,5,22,1605
2021,Bromley 015E,E01000801,1299,159,72,58,7,22,1458
2021,Bromley 004B,E01000802,1602,154,77,49,6,22,1756
2021,Bromley 004C,E01000803,1419,129,62,51,1,15,1548
2021,Bromley 004D,E01000804,1317,110,73,29,2,6,1427
2021,Bromley 004E,E01000805,1491,144,66,46,6,26,1635
2021,Bromley 009F,E01000806,1417,231,94,99,5,33,1648
2021,Bromley 022C,E01000807,1476,117,77,23,0,17,1593
2021,Bromley 025A,E01000808,1414,86,62,17,0,7,1500
2021,Bromley 022D,E01000809,1446,48,32,14,1,1,1494
2021,Bromley 025B,E01000810,1425,62,47,11,1,3,1487
2021,Bromley 025C,E01000811,1202,106,65,35,0,6,1308
2021,Bromley 028D,E01000812,1428,155,86,47,4,18,1583
2021,Bromley 025D,E01000813,1404,104,68,28,1,7,1508
2021,Bromley 028E,E01000814,1366,105,58,39,3,5,1471
2021,Bromley 025E,E01000815,1420,50,38,7,2,3,1470
2021,Bromley 040A,E01000816,1310,165,92,54,1,18,1475
2021,Bromley 040B,E01000818,1497,136,78,44,2,12,1633
2021,Bromley 040C,E01000819,1525,252,113,101,7,31,1777
2021,Bromley 008C,E01000820,1447,111,67,26,1,17,1558
2021,Bromley 008D,E01000822,1366,172,98,55,3,16,1538
2021,Bromley 008E,E01000823,1518,114,61,37,3,13,1632
2021,Bromley 008F,E01000824,1165,181,92,57,3,29,1346
2021,Bromley 008G,E01000825,1402,188,103,66,5,14,1590
2021,Bromley 021A,E01000826,1549,61,40,16,0,5,1610
2021,Bromley 021B,E01000827,1513,187,118,53,0,16,1700
2021,Bromley 011E,E01000828,1530,120,69,43,0,8,1650
2021,Bromley 018E,E01000829,1453,244,148,72,2,22,1697
2021,Bromley 021C,E01000830,1531,47,29,9,1,8,1578
2021,Bromley 021D,E01000831,1495,157,108,36,1,12,1652
2021,Bromley 030A,E01000832,1460,75,36,19,3,17,1535
2021,Bromley 021E,E01000833,1377,42,28,11,0,3,1419
2021,Bromley 027E,E01000834,1257,59,44,10,0,5,1316
2021,Bromley 030B,E01000835,1563,151,65,54,4,28,1714
2021,Bromley 030C,E01000836,1303,42,24,11,2,5,1345
