date,geography,geography code,"Household language (English and Welsh): All adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","Household language (English and Welsh): No people in household have English in England, or English or Welsh in Wales as a main language",Household language (English and Welsh): Total: All households
2021,Brent 031C,E01000525,489,94,42,129,754
2021,Brent 025D,E01000526,542,113,37,114,806
2021,Brent 025E,E01000527,465,84,49,136,734
2021,Brent 025F,E01000528,476,82,35,140,733
2021,Brent 033A,E01000530,480,117,13,64,674
2021,Brent 033B,E01000531,613,71,26,147,857
2021,Brent 033C,E01000532,480,68,7,55,610
2021,Brent 031E,E01000533,582,98,48,150,878
2021,Brent 033D,E01000534,496,82,25,55,658
2021,Brent 031F,E01000535,548,101,39,159,847
2021,Brent 004A,E01000536,290,104,17,92,503
2021,Brent 004B,E01000538,315,84,15,72,486
2021,Brent 004C,E01000539,338,91,16,94,539
2021,Brent 004D,E01000540,310,82,17,74,483
2021,Brent 004E,E01000541,244,77,21,142,484
2021,Brent 003E,E01000543,231,95,25,144,495
2021,Brent 034A,E01000544,468,118,23,130,739
2021,Brent 028A,E01000545,596,100,24,190,910
2021,Brent 028B,E01000546,497,87,18,152,754
2021,Brent 028C,E01000547,497,83,20,87,687
2021,Brent 028D,E01000548,651,97,34,219,1001
2021,Brent 028E,E01000549,677,66,15,134,892
2021,Brent 034B,E01000550,624,116,32,137,909
2021,Brent 034C,E01000551,816,179,47,134,1176
2021,Brent 034D,E01000552,381,89,29,80,579
2021,Brent 015A,E01000553,413,133,24,172,742
2021,Brent 015B,E01000554,476,126,38,117,757
2021,Brent 015C,E01000555,328,111,14,75,528
2021,Brent 015D,E01000556,448,127,30,255,860
2021,Brent 015E,E01000557,433,103,31,263,830
2021,Brent 015F,E01000558,474,50,23,96,643
2021,Brent 018E,E01000559,430,60,7,159,656
2021,Brent 023D,E01000560,461,82,20,101,664
2021,Brent 023E,E01000561,554,114,23,132,823
2021,Brent 008A,E01000562,318,84,12,63,477
2021,Brent 008B,E01000563,303,106,10,63,482
2021,Brent 013A,E01000564,241,86,38,125,490
2021,Brent 013B,E01000565,299,86,32,67,484
2021,Brent 008C,E01000566,271,94,18,81,464
2021,Brent 016A,E01000567,261,90,30,79,460
2021,Brent 008D,E01000568,343,126,23,171,663
2021,Brent 008E,E01000569,312,89,19,61,481
2021,Brent 012A,E01000570,257,110,23,122,512
2021,Brent 012B,E01000571,252,130,22,91,495
2021,Brent 007A,E01000572,266,95,19,81,461
2021,Brent 007B,E01000573,225,103,33,117,478
2021,Brent 007C,E01000574,237,112,21,84,454
2021,Brent 007D,E01000575,311,118,44,186,659
2021,Brent 012C,E01000576,298,140,21,115,574
2021,Brent 007E,E01000577,406,179,56,219,860
2021,Brent 012D,E01000578,551,114,49,121,835
2021,Brent 032A,E01000579,489,73,19,55,636
2021,Brent 032B,E01000580,622,105,23,104,854
2021,Brent 030E,E01000581,472,50,12,58,592
2021,Brent 032C,E01000582,548,90,13,34,685
2021,Brent 032D,E01000583,689,100,18,95,902
2021,Brent 033E,E01000584,367,90,12,82,551
2021,Brent 033F,E01000585,465,63,16,48,592
2021,Brent 032E,E01000586,749,128,32,179,1088
2021,Brent 001A,E01000587,198,118,32,110,458
2021,Brent 001B,E01000589,379,156,46,223,804
2021,Brent 001C,E01000590,362,125,19,125,631
2021,Brent 003F,E01000591,260,150,45,188,643
2021,Brent 001D,E01000592,345,113,30,130,618
2021,Brent 001E,E01000593,365,128,32,145,670
2021,Brent 001F,E01000594,234,116,34,173,557
2021,Brent 027A,E01000595,396,88,70,98,652
2021,Brent 021A,E01000596,372,112,44,98,626
2021,Brent 027D,E01000599,459,107,37,95,698
2021,Brent 021B,E01000601,320,88,26,79,513
2021,Brent 021C,E01000602,295,113,25,67,500
2021,Brent 021D,E01000603,343,73,39,110,565
2021,Brent 021E,E01000604,308,116,25,64,513
2021,Brent 021F,E01000605,361,108,21,82,572
2021,Brent 016B,E01000606,259,102,45,170,576
2021,Brent 013C,E01000607,320,164,49,155,688
2021,Brent 013D,E01000608,394,149,60,205,808
2021,Brent 016C,E01000609,330,118,45,139,632
2021,Brent 019A,E01000610,352,131,43,161,687
2021,Brent 016D,E01000611,301,132,46,126,605
2021,Brent 019B,E01000612,258,112,49,125,544
2021,Brent 013E,E01000613,314,86,47,191,638
2021,Brent 036A,E01000615,487,105,63,172,827
2021,Brent 020A,E01000616,293,108,47,143,591
2021,Brent 036B,E01000617,414,142,25,139,720
2021,Brent 036D,E01000618,247,104,27,102,480
2021,Brent 036C,E01000619,260,107,18,94,479
2021,Brent 020B,E01000620,269,114,17,109,509
2021,Brent 020C,E01000621,251,121,33,111,516
2021,Brent 010D,E01000622,379,91,66,170,706
2021,Brent 005C,E01000623,308,105,40,116,569
2021,Brent 005D,E01000624,375,96,25,93,589
2021,Brent 009E,E01000625,353,89,26,118,586
2021,Brent 010E,E01000626,380,64,43,118,605
2021,Brent 014E,E01000627,340,117,43,187,687
2021,Brent 014F,E01000628,312,122,40,168,642
2021,Brent 005E,E01000629,326,126,31,140,623
2021,Brent 026E,E01000630,490,156,42,221,909
2021,Brent 019C,E01000631,252,116,35,178,581
2021,Brent 029E,E01000632,179,186,32,197,594
2021,Brent 019D,E01000633,238,135,56,186,615
2021,Brent 019E,E01000634,370,154,71,166,761
2021,Brent 020E,E01000636,375,155,35,202,767
2021,Brent 022B,E01000637,356,99,30,129,614
2021,Brent 024A,E01000638,385,120,67,219,791
2021,Brent 022C,E01000639,452,86,21,190,749
2021,Brent 024B,E01000640,394,111,75,236,816
2021,Brent 024C,E01000641,428,110,55,146,739
2021,Brent 022D,E01000642,603,129,26,270,1028
2021,Brent 024D,E01000643,614,142,37,103,896
2021,Brent 022E,E01000644,488,127,24,124,763
2021,Bromley 007A,E01000645,494,28,8,8,538
2021,Bromley 016A,E01000646,665,49,11,59,784
2021,Bromley 016B,E01000647,584,34,15,15,648
2021,Bromley 016C,E01000648,658,28,10,31,727
2021,Bromley 007B,E01000649,746,45,5,21,817
2021,Bromley 022A,E01000650,687,38,11,13,749
2021,Bromley 020A,E01000651,576,26,8,15,625
2021,Bromley 022B,E01000652,625,25,10,12,672
2021,Bromley 016D,E01000653,548,32,5,10,595
2021,Bromley 039A,E01000654,475,8,2,3,488
2021,Bromley 039B,E01000655,472,9,3,6,490
2021,Bromley 039C,E01000656,550,9,5,1,565
2021,Bromley 039D,E01000657,649,15,2,9,675
2021,Bromley 042A,E01000658,554,7,1,0,562
2021,Bromley 039E,E01000659,510,10,0,3,523
2021,Bromley 026A,E01000661,1025,56,28,69,1178
2021,Bromley 026B,E01000662,598,33,8,12,651
2021,Bromley 026C,E01000663,594,38,9,23,664
2021,Bromley 026D,E01000664,548,24,14,13,599
2021,Bromley 033A,E01000665,701,23,5,14,743
2021,Bromley 033B,E01000666,768,20,1,14,803
2021,Bromley 033C,E01000667,593,25,4,5,627
2021,Bromley 020B,E01000668,871,41,20,40,972
2021,Bromley 020C,E01000669,704,21,3,18,746
2021,Bromley 018A,E01000670,701,53,17,64,835
2021,Bromley 020D,E01000671,866,57,27,67,1017
2021,Bromley 011A,E01000672,602,38,13,42,695
2021,Bromley 011B,E01000673,567,33,12,24,636
2021,Bromley 008A,E01000674,682,37,20,60,799
2021,Bromley 008B,E01000676,706,79,23,153,961
2021,Bromley 018C,E01000677,663,43,28,67,801
2021,Bromley 016E,E01000678,608,46,12,34,700
2021,Bromley 020E,E01000679,610,34,14,19,677
2021,Bromley 037A,E01000680,613,19,6,8,646
2021,Bromley 035A,E01000681,595,18,11,25,649
2021,Bromley 035B,E01000682,571,29,18,21,639
2021,Bromley 035C,E01000683,617,29,22,36,704
2021,Bromley 035D,E01000684,650,42,28,28,748
2021,Bromley 037B,E01000685,545,35,6,25,611
2021,Bromley 037C,E01000686,596,19,13,13,641
2021,Bromley 037D,E01000687,616,26,7,12,661
2021,Bromley 037E,E01000688,468,21,7,12,508
2021,Bromley 002A,E01000689,553,28,15,18,614
2021,Bromley 002B,E01000690,487,23,13,12,535
2021,Bromley 002C,E01000691,588,25,8,15,636
2021,Bromley 002D,E01000692,631,25,8,18,682
2021,Bromley 010A,E01000693,610,20,4,11,645
2021,Bromley 007C,E01000694,803,53,11,17,884
2021,Bromley 007D,E01000695,585,21,5,8,619
2021,Bromley 007E,E01000696,644,20,4,20,688
2021,Bromley 007F,E01000697,711,39,6,22,778
2021,Bromley 010B,E01000698,397,21,6,13,437
2021,Bromley 015A,E01000699,578,35,12,40,665
2021,Bromley 013A,E01000700,603,30,10,26,669
2021,Bromley 015B,E01000701,550,26,7,23,606
2021,Bromley 013B,E01000702,568,36,6,30,640
2021,Bromley 013C,E01000703,625,41,13,22,701
2021,Bromley 015C,E01000704,529,41,10,20,600
2021,Bromley 015D,E01000705,497,36,9,29,571
2021,Bromley 013D,E01000706,550,27,5,28,610
2021,Bromley 041A,E01000707,478,41,5,6,530
2021,Bromley 041B,E01000708,642,35,10,26,713
2021,Bromley 006A,E01000709,649,33,7,48,737
2021,Bromley 006B,E01000710,987,79,16,76,1158
2021,Bromley 006C,E01000711,874,73,12,67,1026
2021,Bromley 012A,E01000712,758,53,12,58,881
2021,Bromley 012B,E01000713,767,55,10,56,888
2021,Bromley 006D,E01000714,927,54,21,90,1092
2021,Bromley 012C,E01000715,827,40,17,43,927
2021,Bromley 011C,E01000716,646,33,8,22,709
2021,Bromley 011D,E01000717,765,33,12,55,865
2021,Bromley 006E,E01000718,802,56,13,57,928
2021,Bromley 019A,E01000719,761,36,22,47,866
2021,Bromley 019B,E01000720,609,25,21,30,685
2021,Bromley 019C,E01000721,533,31,14,36,614
2021,Bromley 023A,E01000722,682,28,14,36,760
2021,Bromley 029A,E01000723,522,19,8,4,553
2021,Bromley 019D,E01000724,563,36,21,32,652
2021,Bromley 023B,E01000725,717,31,16,29,793
2021,Bromley 029B,E01000726,539,22,4,14,579
2021,Bromley 028A,E01000727,684,28,14,36,762
2021,Bromley 019E,E01000728,624,29,11,35,699
2021,Bromley 014A,E01000729,750,26,17,41,834
2021,Bromley 014B,E01000730,595,31,12,27,665
2021,Bromley 023C,E01000731,462,20,9,23,514
2021,Bromley 023D,E01000732,543,18,7,16,584
2021,Bromley 023E,E01000733,579,27,12,16,634
2021,Bromley 028B,E01000734,467,20,10,14,511
2021,Bromley 014C,E01000735,494,34,13,18,559
2021,Bromley 010C,E01000736,574,34,6,15,629
2021,Bromley 010D,E01000737,529,20,10,25,584
2021,Bromley 014D,E01000738,572,37,8,29,646
2021,Bromley 014E,E01000739,573,20,15,28,636
2021,Bromley 005B,E01000741,800,58,9,64,931
2021,Bromley 005C,E01000742,840,65,25,90,1020
2021,Bromley 009A,E01000743,691,65,18,77,851
2021,Bromley 009B,E01000744,555,46,15,45,661
2021,Bromley 005D,E01000745,768,51,14,66,899
2021,Bromley 005E,E01000746,823,63,8,70,964
2021,Bromley 042B,E01000747,760,20,3,9,792
2021,Bromley 042C,E01000748,686,15,2,1,704
2021,Bromley 036A,E01000749,621,10,4,1,636
2021,Bromley 036B,E01000750,623,13,6,11,653
2021,Bromley 036C,E01000751,780,42,26,41,889
2021,Bromley 036D,E01000752,746,21,4,14,785
2021,Bromley 031A,E01000753,713,20,10,13,756
2021,Bromley 031B,E01000754,674,23,14,24,735
2021,Bromley 031C,E01000755,584,21,4,22,631
2021,Bromley 033D,E01000756,592,31,10,16,649
2021,Bromley 031D,E01000757,569,15,8,11,603
2021,Bromley 031E,E01000758,497,27,19,11,554
2021,Bromley 034A,E01000759,556,14,4,4,578
2021,Bromley 034B,E01000760,538,24,11,9,582
2021,Bromley 034C,E01000761,544,15,4,6,569
2021,Bromley 018D,E01000762,648,47,22,30,747
2021,Bromley 027A,E01000763,488,25,7,6,526
2021,Bromley 027B,E01000764,596,34,10,20,660
2021,Bromley 034D,E01000765,655,28,8,12,703
2021,Bromley 027C,E01000766,602,25,7,9,643
2021,Bromley 027D,E01000767,570,26,3,1,600
2021,Bromley 034E,E01000768,572,23,6,10,611
2021,Bromley 024A,E01000769,430,16,5,3,454
2021,Bromley 012D,E01000770,631,27,6,24,688
2021,Bromley 041C,E01000771,567,32,7,16,622
2021,Bromley 012E,E01000772,691,28,10,26,755
2021,Bromley 024B,E01000773,562,23,8,15,608
2021,Bromley 041D,E01000774,507,36,8,31,582
2021,Bromley 024C,E01000775,772,51,13,17,853
2021,Bromley 024D,E01000777,507,35,5,12,559
2021,Bromley 024E,E01000778,581,34,6,18,639
2021,Bromley 001A,E01000779,512,46,9,23,590
2021,Bromley 001B,E01000780,544,43,20,40,647
2021,Bromley 001C,E01000781,541,35,16,34,626
2021,Bromley 001D,E01000782,560,29,19,47,655
2021,Bromley 001E,E01000783,538,38,14,46,636
2021,Bromley 002E,E01000784,525,33,6,29,593
2021,Bromley 001F,E01000785,548,30,19,34,631
2021,Bromley 032A,E01000786,578,31,8,18,635
2021,Bromley 029C,E01000787,616,25,7,24,672
2021,Bromley 029D,E01000788,545,33,7,28,613
2021,Bromley 032B,E01000789,561,40,19,41,661
2021,Bromley 028C,E01000790,850,61,24,110,1045
2021,Bromley 029E,E01000791,568,29,10,15,622
2021,Bromley 032C,E01000792,498,33,15,30,576
2021,Bromley 032D,E01000793,581,23,6,16,626
2021,Bromley 035E,E01000794,566,15,15,9,605
2021,Bromley 032E,E01000795,484,24,7,22,537
2021,Bromley 009C,E01000796,503,49,21,46,619
2021,Bromley 013E,E01000797,632,23,3,30,688
2021,Bromley 009D,E01000798,614,48,11,63,736
2021,Bromley 004A,E01000799,609,56,17,72,754
2021,Bromley 009E,E01000800,649,47,27,74,797
2021,Bromley 015E,E01000801,559,46,13,32,650
2021,Bromley 004B,E01000802,705,54,6,36,801
2021,Bromley 004C,E01000803,677,34,8,27,746
2021,Bromley 004D,E01000804,500,38,9,17,564
2021,Bromley 004E,E01000805,718,36,15,29,798
2021,Bromley 009F,E01000806,635,46,36,62,779
2021,Bromley 022C,E01000807,574,32,7,23,636
2021,Bromley 025A,E01000808,571,28,9,13,621
2021,Bromley 022D,E01000809,608,20,5,7,640
2021,Bromley 025B,E01000810,557,19,12,7,595
2021,Bromley 025C,E01000811,510,34,12,18,574
2021,Bromley 028D,E01000812,605,23,16,31,675
2021,Bromley 025D,E01000813,567,24,11,19,621
2021,Bromley 028E,E01000814,522,26,17,15,580
2021,Bromley 025E,E01000815,530,25,0,7,562
2021,Bromley 040A,E01000816,533,38,15,28,614
2021,Bromley 040B,E01000818,573,32,12,21,638
2021,Bromley 040C,E01000819,636,58,14,50,758
2021,Bromley 008C,E01000820,634,30,9,28,701
2021,Bromley 008D,E01000822,618,27,18,49,712
2021,Bromley 008E,E01000823,660,37,9,28,734
2021,Bromley 008F,E01000824,479,47,12,40,578
2021,Bromley 008G,E01000825,708,41,15,46,810
2021,Bromley 021A,E01000826,523,21,6,11,561
2021,Bromley 021B,E01000827,675,34,24,48,781
2021,Bromley 011E,E01000828,696,34,11,29,770
2021,Bromley 018E,E01000829,566,69,24,45,704
2021,Bromley 021C,E01000830,524,27,1,3,555
2021,Bromley 021D,E01000831,677,41,12,43,773
2021,Bromley 030A,E01000832,544,28,4,11,587
2021,Bromley 021E,E01000833,474,16,2,5,497
2021,Bromley 027E,E01000834,430,12,13,7,462
2021,Bromley 030B,E01000835,623,29,9,37,698
2021,Bromley 030C,E01000836,464,16,5,10,495
2021,Bromley 030D,E01000837,608,27,6,12,653
2021,Bromley 030E,E01000838,513,16,7,5,541
2021,Bromley 030F,E01000839,517,19,3,3,542
2021,Bromley 030G,E01000840,662,19,1,5,687
2021,Bromley 030H,E01000841,618,28,6,9,661
2021,Camden 011A,E01000842,538,64,14,88,704
2021,Camden 014A,E01000843,495,62,7,89,653
2021,Camden 011B,E01000844,637,54,32,97,820
2021,Camden 014B,E01000845,535,60,15,87,697
2021,Camden 014C,E01000846,373,118,22,68,581
2021,Camden 014D,E01000847,424,111,12,71,618
2021,Camden 011C,E01000848,553,64,22,99,738
2021,Camden 011D,E01000849,534,74,12,119,739
2021,Camden 026A,E01000850,373,71,3,127,574
2021,Camden 026B,E01000851,437,60,4,130,631
2021,Camden 029H,E01000853,519,90,15,95,719
2021,Camden 028A,E01000855,575,55,6,173,809
2021,Camden 019A,E01000856,453,105,12,75,645
2021,Camden 018A,E01000857,509,69,8,51,637
2021,Camden 018B,E01000858,551,134,18,96,799
2021,Camden 018C,E01000859,579,46,9,66,700
2021,Camden 018D,E01000860,563,26,4,80,673
2021,Camden 019B,E01000861,505,76,6,110,697
2021,Camden 018E,E01000862,662,63,13,69,807
2021,Camden 021A,E01000863,493,76,4,121,694
2021,Camden 009A,E01000866,720,81,16,106,923
2021,Camden 015C,E01000867,506,122,16,123,767
2021,Camden 015D,E01000868,527,101,24,97,749
2021,Camden 015E,E01000869,657,105,15,101,878
2021,Camden 009B,E01000870,598,69,8,49,724
2021,Camden 005A,E01000871,492,90,9,60,651
2021,Camden 005B,E01000872,572,83,20,182,857
2021,Camden 005C,E01000873,528,74,13,52,667
2021,Camden 005D,E01000874,464,72,13,81,630
2021,Camden 013A,E01000875,534,92,15,131,772
2021,Camden 013B,E01000876,579,110,25,114,828
2021,Camden 005E,E01000877,474,71,9,108,662
2021,Camden 004A,E01000878,556,80,26,102,764
2021,Camden 004B,E01000879,424,61,14,74,573
2021,Camden 004C,E01000880,420,57,21,81,579
2021,Camden 008A,E01000881,398,67,25,112,602
2021,Camden 008B,E01000882,503,63,15,84,665
2021,Camden 008C,E01000883,505,68,16,167,756
2021,Camden 004D,E01000884,438,68,13,63,582
2021,Camden 004E,E01000885,411,62,10,45,528
2021,Camden 006A,E01000886,497,55,8,33,593
2021,Camden 006B,E01000887,508,74,6,65,653
2021,Camden 006C,E01000888,512,71,9,49,641
2021,Camden 007A,E01000889,539,111,10,47,707
2021,Camden 007B,E01000890,444,69,19,73,605
2021,Camden 007C,E01000891,435,95,9,76,615
2021,Camden 006D,E01000892,618,94,21,84,817
2021,Camden 002A,E01000893,542,63,9,42,656
2021,Camden 002B,E01000894,464,38,14,49,565
2021,Camden 002C,E01000895,614,69,8,90,781
2021,Camden 002D,E01000896,535,67,13,47,662
2021,Camden 008D,E01000897,493,67,26,67,653
2021,Camden 008E,E01000898,567,74,12,173,826
2021,Camden 002E,E01000899,568,57,19,63,707
2021,Camden 012A,E01000900,573,82,15,46,716
2021,Camden 007D,E01000901,491,135,23,82,731
2021,Camden 012B,E01000902,389,79,15,62,545
2021,Camden 006E,E01000903,493,69,12,52,626
2021,Camden 012C,E01000904,651,128,15,103,897
2021,Camden 012D,E01000905,536,120,22,87,765
2021,Camden 012E,E01000906,543,81,11,99,734
2021,Camden 001A,E01000907,513,58,16,29,616
2021,Camden 001B,E01000908,659,55,5,53,772
2021,Camden 001C,E01000909,548,66,5,22,641
2021,Camden 003A,E01000910,471,50,4,32,557
2021,Camden 003B,E01000911,536,53,8,35,632
2021,Camden 001D,E01000912,567,70,4,40,681
2021,Camden 001E,E01000913,595,56,9,23,683
2021,Camden 028B,E01000914,556,84,6,118,764
2021,Camden 027A,E01000915,380,112,19,79,590
2021,Camden 027B,E01000916,653,127,12,141,933
2021,Camden 027C,E01000917,535,112,16,86,749
2021,Camden 028C,E01000918,589,84,7,136,816
2021,Camden 028D,E01000919,523,89,3,98,713
2021,Camden 027D,E01000920,602,97,9,111,819
2021,Camden 003C,E01000921,719,90,16,97,922
2021,Camden 007E,E01000922,513,76,10,88,687
2021,Camden 003D,E01000923,534,59,5,33,631
2021,Camden 009C,E01000924,580,76,10,58,724
2021,Camden 009D,E01000925,402,96,16,54,568
2021,Camden 009E,E01000926,468,78,15,48,609
2021,Camden 007F,E01000927,543,56,15,76,690
2021,Camden 003E,E01000928,599,79,13,59,750
2021,Camden 020A,E01000929,468,127,32,100,727
2021,Camden 020B,E01000930,666,104,37,297,1104
2021,Camden 013C,E01000931,579,103,35,208,925
2021,Camden 013D,E01000932,645,93,8,133,879
2021,Camden 020C,E01000933,555,102,20,137,814
2021,Camden 020D,E01000934,440,102,25,152,719
2021,Camden 020E,E01000935,452,86,40,127,705
2021,Camden 029G,E01000937,279,40,11,88,418
2021,Camden 029A,E01000938,378,120,19,109,626
2021,Camden 029B,E01000939,257,121,12,96,486
2021,Camden 029D,E01000941,357,91,15,69,532
2021,Camden 029C,E01000942,354,53,7,94,508
2021,Camden 029F,E01000943,318,52,4,64,438
2021,Camden 023A,E01000944,345,124,9,88,566
2021,Camden 021B,E01000946,463,99,15,109,686
2021,Camden 021C,E01000947,530,120,13,153,816
2021,Camden 021D,E01000948,584,60,16,85,745
2021,Camden 023C,E01000949,504,93,21,76,694
2021,Camden 023E,E01000951,326,141,25,70,562
2021,Camden 022A,E01000952,433,139,15,67,654
2021,Camden 022C,E01000954,407,141,32,68,648
2021,Camden 022D,E01000955,388,82,10,56,536
2021,Camden 022E,E01000956,369,132,16,87,604
2021,Camden 019C,E01000957,467,88,12,86,653
2021,Camden 019D,E01000958,610,170,27,147,954
2021,Camden 019E,E01000959,443,145,13,86,687
2021,Camden 017A,E01000960,592,94,26,181,893
2021,Camden 017B,E01000961,450,127,26,122,725
2021,Camden 016A,E01000962,543,88,11,115,757
2021,Camden 017C,E01000963,479,99,20,229,827
2021,Camden 016B,E01000964,551,105,15,85,756
2021,Camden 016C,E01000965,568,87,14,145,814
2021,Camden 016D,E01000966,478,85,21,115,699
2021,Camden 017D,E01000967,464,73,16,85,638
2021,Camden 016E,E01000968,546,72,7,103,728
2021,Camden 010A,E01000969,670,91,8,121,890
2021,Camden 010B,E01000970,582,48,5,123,758
2021,Camden 010C,E01000971,445,55,5,74,579
2021,Camden 010D,E01000972,657,108,11,182,958
2021,Camden 010E,E01000973,807,130,17,167,1121
2021,Camden 013E,E01000974,538,67,17,142,764
2021,Croydon 022A,E01000975,775,89,41,134,1039
2021,Croydon 022B,E01000976,637,71,37,127,872
2021,Croydon 022C,E01000977,725,66,26,129,946
2021,Croydon 022D,E01000978,667,43,21,107,838
2021,Croydon 022E,E01000979,593,70,21,91,775
2021,Croydon 017A,E01000980,486,39,9,44,578
2021,Croydon 017B,E01000981,549,42,20,45,656
2021,Croydon 017C,E01000982,560,40,20,52,672
2021,Croydon 017D,E01000983,603,53,14,54,724
2021,Croydon 022F,E01000984,596,77,27,85,785
2021,Croydon 021A,E01000985,452,40,8,21,521
2021,Croydon 021B,E01000986,592,42,8,46,688
2021,Croydon 021C,E01000987,449,36,9,23,517
2021,Croydon 018A,E01000989,557,45,8,19,629
2021,Croydon 045A,E01000990,447,47,11,30,535
2021,Croydon 018B,E01000991,599,48,10,28,685
2021,Croydon 014A,E01000992,588,57,13,26,684
2021,Croydon 021D,E01000993,508,44,25,30,607
2021,Croydon 009A,E01000994,372,73,19,72,536
2021,Croydon 009B,E01000995,384,71,36,114,605
2021,Croydon 009C,E01000996,318,62,16,52,448
2021,Croydon 009D,E01000997,351,55,16,68,490
2021,Croydon 010A,E01000998,407,61,19,101,588
2021,Croydon 009E,E01000999,275,84,14,60,433
2021,Croydon 010B,E01001000,339,60,20,91,510
2021,Croydon 013A,E01001001,425,43,22,94,584
2021,Croydon 009F,E01001002,372,68,24,58,522
2021,Croydon 010C,E01001003,446,48,21,81,596
2021,Croydon 015A,E01001004,572,103,27,79,781
2021,Croydon 019A,E01001005,354,93,34,120,601
2021,Croydon 016A,E01001006,496,71,34,87,688
2021,Croydon 016B,E01001007,314,122,39,120,595
2021,Croydon 019B,E01001008,368,76,25,61,530
2021,Croydon 019C,E01001009,423,94,52,96,665
2021,Croydon 019D,E01001010,452,80,22,54,608
2021,Croydon 019E,E01001011,537,101,47,176,861
