date,geography,geography code,Multiple main languages in household: All household members have the same main language,Multiple main languages in household: Any other combination of multiple main languages,"Multiple main languages in household: Main language differs between generations, but not within partnerships",Multiple main languages in household: Main language differs within partnerships,Multiple main languages in household: One-person household,Multiple main languages in household: Total: All households
2021,Brent 023A,E01000490,398,33,38,47,371,887
2021,Brent 030B,E01000491,398,58,35,53,319,863
2021,Brent 030C,E01000492,265,39,27,23,96,450
2021,Brent 030D,E01000493,330,55,36,19,123,563
2021,Brent 023B,E01000494,342,50,47,36,246,721
2021,Brent 023C,E01000495,298,32,34,39,379,782
2021,Brent 011A,E01000497,399,58,46,41,141,685
2021,Brent 010B,E01000498,278,45,61,23,110,517
2021,Brent 011B,E01000499,305,64,81,35,101,586
2021,Brent 011C,E01000501,375,39,83,41,219,757
2021,Brent 011D,E01000502,308,46,82,58,165,659
2021,Brent 011E,E01000503,351,63,76,28,259,777
2021,Brent 018A,E01000504,355,46,38,48,209,696
2021,Brent 018B,E01000505,291,61,32,24,163,571
2021,Brent 014A,E01000506,294,47,69,36,221,667
2021,Brent 018C,E01000507,291,64,34,31,99,519
2021,Brent 025A,E01000508,397,55,90,53,268,863
2021,Brent 014B,E01000509,195,61,45,22,130,453
2021,Brent 014C,E01000510,258,58,56,31,173,576
2021,Brent 014D,E01000511,302,53,55,31,119,560
2021,Brent 018D,E01000512,330,55,27,36,201,649
2021,Brent 002A,E01000513,255,60,54,21,78,468
2021,Brent 002B,E01000514,282,56,44,17,94,493
2021,Brent 003A,E01000515,330,41,89,32,156,648
2021,Brent 002C,E01000516,386,90,82,50,140,748
2021,Brent 003B,E01000517,273,67,52,20,78,490
2021,Brent 005A,E01000518,309,62,59,31,166,627
2021,Brent 005B,E01000519,346,54,74,37,119,630
2021,Brent 002D,E01000520,304,40,63,23,181,611
2021,Brent 025B,E01000521,366,57,92,37,370,922
2021,Brent 025C,E01000522,386,39,92,29,152,698
2021,Brent 031A,E01000523,414,62,106,35,248,865
2021,Brent 031B,E01000524,448,56,91,40,350,985
2021,Brent 031C,E01000525,357,55,57,36,253,758
2021,Brent 025D,E01000526,372,46,87,22,281,808
2021,Brent 025E,E01000527,338,51,68,31,246,734
2021,Brent 025F,E01000528,315,30,69,28,293,735
2021,Brent 033A,E01000530,380,55,33,47,158,673
2021,Brent 033B,E01000531,352,41,41,30,395,859
2021,Brent 033C,E01000532,336,37,11,29,197,610
2021,Brent 031E,E01000533,415,70,63,22,307,877
2021,Brent 033D,E01000534,371,56,22,35,170,654
2021,Brent 031F,E01000535,431,62,59,35,260,847
2021,Brent 004A,E01000536,301,67,28,30,78,504
2021,Brent 004B,E01000538,327,35,33,33,57,485
2021,Brent 004C,E01000539,289,48,35,27,140,539
2021,Brent 004D,E01000540,298,57,39,9,81,484
2021,Brent 004E,E01000541,272,51,35,16,111,485
2021,Brent 003E,E01000543,278,55,49,23,89,494
2021,Brent 034A,E01000544,327,55,58,48,253,741
2021,Brent 028A,E01000545,384,63,33,50,380,910
2021,Brent 028B,E01000546,358,42,26,47,280,753
2021,Brent 028C,E01000547,348,34,37,40,228,687
2021,Brent 028D,E01000548,397,59,50,42,451,999
2021,Brent 028E,E01000549,425,32,17,59,360,893
2021,Brent 034B,E01000550,377,50,68,50,363,908
2021,Brent 034C,E01000551,486,62,119,58,450,1175
2021,Brent 034D,E01000552,250,34,62,30,203,579
2021,Brent 015A,E01000553,315,100,40,50,239,744
2021,Brent 015B,E01000554,351,65,63,50,227,756
2021,Brent 015C,E01000555,286,66,33,39,105,529
2021,Brent 015D,E01000556,354,88,41,53,324,860
2021,Brent 015E,E01000557,320,59,52,44,357,832
2021,Brent 015F,E01000558,314,32,30,21,246,643
2021,Brent 018E,E01000559,311,39,15,37,256,658
2021,Brent 023D,E01000560,312,54,28,33,237,664
2021,Brent 023E,E01000561,413,46,61,50,255,825
2021,Brent 008A,E01000562,306,39,40,19,73,477
2021,Brent 008B,E01000563,297,53,38,25,68,481
2021,Brent 013A,E01000564,271,62,45,32,82,492
2021,Brent 013B,E01000565,261,56,45,22,100,484
2021,Brent 008C,E01000566,265,54,45,17,83,464
2021,Brent 016A,E01000567,255,35,52,39,80,461
2021,Brent 008D,E01000568,294,91,42,23,211,661
2021,Brent 008E,E01000569,294,53,36,23,77,483
2021,Brent 012A,E01000570,268,48,57,36,104,513
2021,Brent 012B,E01000571,251,82,50,27,86,496
2021,Brent 007A,E01000572,272,55,37,27,71,462
2021,Brent 007B,E01000573,244,71,57,26,82,480
2021,Brent 007C,E01000574,233,61,51,31,79,455
2021,Brent 007D,E01000575,331,84,53,41,151,660
2021,Brent 012C,E01000576,269,74,67,29,131,570
2021,Brent 007E,E01000577,438,54,124,71,175,862
2021,Brent 012D,E01000578,362,71,78,30,294,835
2021,Brent 032A,E01000579,347,41,28,29,189,634
2021,Brent 032B,E01000580,451,45,51,48,257,852
2021,Brent 030E,E01000581,359,34,21,17,162,593
2021,Brent 032C,E01000582,440,44,25,38,138,685
2021,Brent 032D,E01000583,468,40,38,56,300,902
2021,Brent 033E,E01000584,322,47,28,37,117,551
2021,Brent 033F,E01000585,363,42,19,26,144,594
2021,Brent 032E,E01000586,507,69,48,59,403,1086
2021,Brent 001A,E01000587,241,75,57,22,63,458
2021,Brent 001B,E01000589,452,72,101,42,137,804
2021,Brent 001C,E01000590,329,65,39,46,150,629
2021,Brent 003F,E01000591,304,101,68,51,119,643
2021,Brent 001D,E01000592,329,81,36,32,140,618
2021,Brent 001E,E01000593,392,51,71,45,111,670
2021,Brent 001F,E01000594,309,76,49,31,91,556
2021,Brent 027A,E01000595,289,28,115,26,198,656
2021,Brent 021A,E01000596,295,40,90,34,166,625
2021,Brent 027D,E01000599,334,45,79,31,209,698
2021,Brent 021B,E01000601,259,30,71,18,135,513
2021,Brent 021C,E01000602,213,51,68,30,141,503
2021,Brent 021D,E01000603,281,36,60,24,163,564
2021,Brent 021E,E01000604,262,42,83,21,105,513
2021,Brent 021F,E01000605,308,43,75,18,127,571
2021,Brent 016B,E01000606,280,62,72,30,132,576
2021,Brent 013C,E01000607,347,123,79,32,106,687
2021,Brent 013D,E01000608,378,78,90,50,212,808
2021,Brent 016C,E01000609,354,60,80,31,107,632
2021,Brent 019A,E01000610,357,78,76,31,144,686
2021,Brent 016D,E01000611,302,60,89,39,117,607
2021,Brent 019B,E01000612,264,72,68,34,107,545
2021,Brent 013E,E01000613,306,46,60,42,184,638
2021,Brent 036A,E01000615,455,65,73,58,177,828
2021,Brent 020A,E01000616,281,80,64,28,139,592
2021,Brent 036B,E01000617,366,82,54,48,170,720
2021,Brent 036D,E01000618,259,61,58,18,84,480
2021,Brent 036C,E01000619,260,69,45,20,84,478
2021,Brent 020B,E01000620,273,64,55,18,100,510
2021,Brent 020C,E01000621,262,75,60,29,90,516
2021,Brent 010D,E01000622,317,64,69,38,213,701
2021,Brent 005C,E01000623,341,53,66,32,76,568
2021,Brent 005D,E01000624,317,64,43,21,144,589
2021,Brent 009E,E01000625,297,44,58,38,152,589
2021,Brent 010E,E01000626,295,20,72,25,193,605
2021,Brent 014E,E01000627,341,66,75,40,166,688
2021,Brent 014F,E01000628,259,77,59,36,209,640
2021,Brent 005E,E01000629,327,69,60,37,130,623
2021,Brent 026E,E01000630,466,78,84,48,232,908
2021,Brent 019C,E01000631,309,71,62,29,110,581
2021,Brent 029E,E01000632,298,119,72,39,66,594
2021,Brent 019D,E01000633,301,100,77,32,103,613
2021,Brent 019E,E01000634,400,83,100,51,128,762
2021,Brent 020E,E01000636,427,92,71,50,127,767
2021,Brent 022B,E01000637,279,63,52,33,188,615
2021,Brent 024A,E01000638,369,60,111,40,210,790
2021,Brent 022C,E01000639,351,55,41,35,267,749
2021,Brent 024B,E01000640,389,68,97,45,217,816
2021,Brent 024C,E01000641,339,69,72,46,211,737
2021,Brent 022D,E01000642,431,86,40,81,390,1028
2021,Brent 024D,E01000643,396,52,93,42,312,895
2021,Brent 022E,E01000644,371,74,42,41,234,762
2021,Bromley 007A,E01000645,418,12,8,18,86,542
2021,Bromley 016A,E01000646,439,18,13,32,281,783
2021,Bromley 016B,E01000647,460,9,17,25,137,648
2021,Bromley 016C,E01000648,510,12,12,19,173,726
2021,Bromley 007B,E01000649,569,12,6,33,197,817
2021,Bromley 022A,E01000650,481,9,15,27,217,749
2021,Bromley 020A,E01000651,412,9,6,23,176,626
2021,Bromley 022B,E01000652,489,8,12,15,148,672
2021,Bromley 016D,E01000653,410,7,14,18,146,595
2021,Bromley 039A,E01000654,390,1,2,7,88,488
2021,Bromley 039B,E01000655,395,1,5,6,84,491
2021,Bromley 039C,E01000656,442,6,1,5,110,564
2021,Bromley 039D,E01000657,461,3,8,7,196,675
2021,Bromley 042A,E01000658,412,3,4,2,140,561
2021,Bromley 039E,E01000659,425,5,0,5,91,526
2021,Bromley 026A,E01000661,705,23,35,33,385,1181
2021,Bromley 026B,E01000662,468,7,16,20,140,651
2021,Bromley 026C,E01000663,430,6,15,29,183,663
2021,Bromley 026D,E01000664,441,9,17,14,118,599
2021,Bromley 033A,E01000665,516,14,6,12,195,743
2021,Bromley 033B,E01000666,569,4,3,16,212,804
2021,Bromley 033C,E01000667,489,8,8,13,109,627
2021,Bromley 020B,E01000668,574,12,24,30,335,975
2021,Bromley 020C,E01000669,501,10,4,14,218,747
2021,Bromley 018A,E01000670,501,21,22,34,257,835
2021,Bromley 020D,E01000671,558,31,26,37,365,1017
2021,Bromley 011A,E01000672,430,9,14,30,212,695
2021,Bromley 011B,E01000673,461,10,13,25,126,635
2021,Bromley 008A,E01000674,407,15,19,32,325,798
2021,Bromley 008B,E01000676,474,36,26,76,353,965
2021,Bromley 018C,E01000677,510,12,22,44,212,800
2021,Bromley 016E,E01000678,479,15,16,31,158,699
2021,Bromley 020E,E01000679,479,12,15,22,149,677
2021,Bromley 037A,E01000680,487,7,10,11,134,649
2021,Bromley 035A,E01000681,502,6,13,12,118,651
2021,Bromley 035B,E01000682,427,9,19,21,163,639
2021,Bromley 035C,E01000683,434,9,18,29,215,705
2021,Bromley 035D,E01000684,554,12,31,29,122,748
2021,Bromley 037B,E01000685,432,12,11,19,138,612
2021,Bromley 037C,E01000686,400,6,15,12,207,640
2021,Bromley 037D,E01000687,462,9,9,14,167,661
2021,Bromley 037E,E01000688,389,10,11,9,89,508
2021,Bromley 002A,E01000689,387,12,15,20,182,616
2021,Bromley 002B,E01000690,378,7,19,12,119,535
2021,Bromley 002C,E01000691,417,8,8,18,185,636
2021,Bromley 002D,E01000692,468,4,10,20,181,683
2021,Bromley 010A,E01000693,365,12,4,10,256,647
2021,Bromley 007C,E01000694,633,14,13,40,184,884
2021,Bromley 007D,E01000695,434,3,4,20,158,619
2021,Bromley 007E,E01000696,448,4,5,17,214,688
2021,Bromley 007F,E01000697,488,4,11,30,244,777
2021,Bromley 010B,E01000698,333,6,13,9,75,436
2021,Bromley 015A,E01000699,380,7,15,27,236,665
2021,Bromley 013A,E01000700,434,9,18,15,193,669
2021,Bromley 015B,E01000701,393,8,10,19,176,606
2021,Bromley 013B,E01000702,400,10,5,29,196,640
2021,Bromley 013C,E01000703,428,9,14,34,217,702
2021,Bromley 015C,E01000704,384,11,18,24,160,597
2021,Bromley 015D,E01000705,364,17,9,20,159,569
2021,Bromley 013D,E01000706,353,7,5,23,222,610
2021,Bromley 041A,E01000707,397,4,7,36,86,530
2021,Bromley 041B,E01000708,441,11,10,30,221,713
2021,Bromley 006A,E01000709,332,8,13,20,361,734
2021,Bromley 006B,E01000710,621,21,20,64,432,1158
2021,Bromley 006C,E01000711,453,12,17,67,478,1027
2021,Bromley 012A,E01000712,477,16,16,42,328,879
2021,Bromley 012B,E01000713,486,16,11,47,328,888
2021,Bromley 006D,E01000714,586,20,21,42,423,1092
2021,Bromley 012C,E01000715,444,12,16,36,422,930
2021,Bromley 011C,E01000716,426,8,14,18,242,708
2021,Bromley 011D,E01000717,445,9,14,32,364,864
2021,Bromley 006E,E01000718,508,15,24,36,345,928
2021,Bromley 019A,E01000719,540,18,23,21,261,863
2021,Bromley 019B,E01000720,457,14,22,12,181,686
2021,Bromley 019C,E01000721,371,13,20,19,191,614
2021,Bromley 023A,E01000722,501,20,14,11,213,759
2021,Bromley 029A,E01000723,360,10,10,7,167,554
2021,Bromley 019D,E01000724,395,14,26,18,199,652
2021,Bromley 023B,E01000725,446,8,24,16,299,793
2021,Bromley 029B,E01000726,356,5,10,12,195,578
2021,Bromley 028A,E01000727,454,10,21,12,265,762
2021,Bromley 019E,E01000728,449,9,10,21,208,697
2021,Bromley 014A,E01000729,452,11,19,17,337,836
2021,Bromley 014B,E01000730,440,14,14,15,180,663
2021,Bromley 023C,E01000731,358,9,9,15,122,513
2021,Bromley 023D,E01000732,428,3,7,17,129,584
2021,Bromley 023E,E01000733,456,16,12,16,135,635
2021,Bromley 028B,E01000734,369,10,9,14,109,511
2021,Bromley 014C,E01000735,383,10,15,20,128,556
2021,Bromley 010C,E01000736,424,11,11,19,164,629
2021,Bromley 010D,E01000737,382,7,13,13,171,586
2021,Bromley 014D,E01000738,446,16,10,24,150,646
2021,Bromley 014E,E01000739,404,5,13,22,193,637
2021,Bromley 005B,E01000741,480,8,21,41,380,930
2021,Bromley 005C,E01000742,539,19,31,52,383,1024
2021,Bromley 009A,E01000743,429,17,35,41,329,851
2021,Bromley 009B,E01000744,354,18,27,24,239,662
2021,Bromley 005D,E01000745,494,13,22,41,328,898
2021,Bromley 005E,E01000746,556,13,19,43,333,964
2021,Bromley 042B,E01000747,578,7,5,12,190,792
2021,Bromley 042C,E01000748,527,8,2,9,160,706
2021,Bromley 036A,E01000749,474,5,8,3,148,638
2021,Bromley 036B,E01000750,392,2,9,7,242,652
2021,Bromley 036C,E01000751,562,14,35,22,255,888
2021,Bromley 036D,E01000752,471,8,10,10,287,786
2021,Bromley 031A,E01000753,554,4,15,12,169,754
2021,Bromley 031B,E01000754,483,6,21,12,215,737
2021,Bromley 031C,E01000755,460,3,9,17,141,630
2021,Bromley 033D,E01000756,461,12,16,14,146,649
2021,Bromley 031D,E01000757,484,3,10,11,96,604
2021,Bromley 031E,E01000758,397,5,23,19,110,554
2021,Bromley 034A,E01000759,479,4,4,10,81,578
2021,Bromley 034B,E01000760,419,9,13,13,129,583
2021,Bromley 034C,E01000761,444,6,5,9,105,569
2021,Bromley 018D,E01000762,442,11,27,31,236,747
2021,Bromley 027A,E01000763,408,8,9,16,87,528
2021,Bromley 027B,E01000764,467,12,16,18,145,658
2021,Bromley 034D,E01000765,487,8,14,16,178,703
2021,Bromley 027C,E01000766,504,8,6,19,108,645
2021,Bromley 027D,E01000767,457,3,5,22,114,601
2021,Bromley 034E,E01000768,417,3,6,20,165,611
2021,Bromley 024A,E01000769,359,8,6,8,73,454
2021,Bromley 012D,E01000770,417,9,4,21,237,688
2021,Bromley 041C,E01000771,454,16,7,17,127,621
2021,Bromley 012E,E01000772,431,8,12,20,284,755
2021,Bromley 024B,E01000773,411,9,12,13,165,610
2021,Bromley 041D,E01000774,398,11,12,23,138,582
2021,Bromley 024C,E01000775,616,17,20,33,172,858
2021,Bromley 024D,E01000777,438,15,5,20,81,559
2021,Bromley 024E,E01000778,435,10,9,22,163,639
2021,Bromley 001A,E01000779,355,25,19,16,176,591
2021,Bromley 001B,E01000780,406,14,26,23,178,647
2021,Bromley 001C,E01000781,387,15,14,26,183,625
2021,Bromley 001D,E01000782,364,16,17,16,241,654
2021,Bromley 001E,E01000783,389,18,13,23,192,635
2021,Bromley 002E,E01000784,438,9,9,27,109,592
2021,Bromley 001F,E01000785,398,16,22,15,181,632
2021,Bromley 032A,E01000786,426,9,9,25,167,636
2021,Bromley 029C,E01000787,405,7,10,17,234,673
2021,Bromley 029D,E01000788,428,15,12,17,141,613
2021,Bromley 032B,E01000789,422,12,33,22,170,659
2021,Bromley 028C,E01000790,589,30,27,43,356,1045
2021,Bromley 029E,E01000791,421,9,16,15,161,622
2021,Bromley 032C,E01000792,403,13,20,18,119,573
2021,Bromley 032D,E01000793,465,8,8,14,132,627
2021,Bromley 035E,E01000794,454,7,15,8,121,605
2021,Bromley 032E,E01000795,381,6,13,12,125,537
2021,Bromley 009C,E01000796,364,15,39,18,183,619
2021,Bromley 013E,E01000797,443,8,6,18,214,689
2021,Bromley 009D,E01000798,339,17,27,22,330,735
2021,Bromley 004A,E01000799,458,21,26,34,215,754
2021,Bromley 009E,E01000800,368,17,31,49,330,795
2021,Bromley 015E,E01000801,356,17,18,29,231,651
2021,Bromley 004B,E01000802,507,20,11,39,228,805
2021,Bromley 004C,E01000803,412,18,9,17,292,748
2021,Bromley 004D,E01000804,398,14,8,27,117,564
2021,Bromley 004E,E01000805,448,14,23,17,296,798
2021,Bromley 009F,E01000806,422,15,40,34,268,779
2021,Bromley 022C,E01000807,469,16,8,24,124,641
2021,Bromley 025A,E01000808,441,10,11,16,142,620
2021,Bromley 022D,E01000809,432,5,4,16,185,642
2021,Bromley 025B,E01000810,453,6,14,12,110,595
2021,Bromley 025C,E01000811,368,9,7,30,157,571
2021,Bromley 028D,E01000812,453,8,18,17,179,675
2021,Bromley 025D,E01000813,430,10,13,17,153,623
2021,Bromley 028E,E01000814,447,8,19,18,88,580
2021,Bromley 025E,E01000815,454,4,5,16,82,561
2021,Bromley 040A,E01000816,405,14,27,17,151,614
2021,Bromley 040B,E01000818,461,19,10,18,130,638
2021,Bromley 040C,E01000819,448,17,31,27,231,754
2021,Bromley 008C,E01000820,413,9,13,19,248,702
2021,Bromley 008D,E01000822,416,8,16,27,245,712
2021,Bromley 008E,E01000823,463,12,9,30,220,734
2021,Bromley 008F,E01000824,378,16,14,31,139,578
2021,Bromley 008G,E01000825,444,8,15,34,309,810
2021,Bromley 021A,E01000826,454,7,8,12,80,561
2021,Bromley 021B,E01000827,463,7,23,32,253,778
2021,Bromley 011E,E01000828,452,6,11,27,274,770
2021,Bromley 018E,E01000829,434,19,30,48,170,701
2021,Bromley 021C,E01000830,446,14,5,11,79,555
2021,Bromley 021D,E01000831,422,10,15,31,295,773
2021,Bromley 030A,E01000832,420,11,4,17,133,585
2021,Bromley 021E,E01000833,405,6,7,7,72,497
2021,Bromley 027E,E01000834,376,5,12,10,63,466
2021,Bromley 030B,E01000835,463,14,9,20,191,697
2021,Bromley 030C,E01000836,397,5,5,10,77,494
2021,Bromley 030D,E01000837,408,11,4,19,210,652
2021,Bromley 030E,E01000838,397,8,6,7,121,539
2021,Bromley 030F,E01000839,406,7,5,9,113,540
2021,Bromley 030G,E01000840,450,2,4,14,216,686
2021,Bromley 030H,E01000841,493,8,8,18,134,661
2021,Camden 011A,E01000842,310,22,20,45,313,710
2021,Camden 014A,E01000843,265,21,8,45,314,653
2021,Camden 011B,E01000844,363,14,28,54,360,819
2021,Camden 014B,E01000845,346,25,18,39,269,697
2021,Camden 014C,E01000846,237,39,68,35,203,582
2021,Camden 014D,E01000847,300,33,67,32,186,618
2021,Camden 011C,E01000848,342,14,23,60,304,743
2021,Camden 011D,E01000849,274,27,16,51,369,737
2021,Camden 026A,E01000850,213,33,9,42,276,573
2021,Camden 026B,E01000851,230,39,9,29,325,632
2021,Camden 029H,E01000853,242,44,37,34,363,720
2021,Camden 028A,E01000855,239,42,11,26,491,809
2021,Camden 019A,E01000856,299,47,42,31,223,642
2021,Camden 018A,E01000857,310,20,22,38,247,637
2021,Camden 018B,E01000858,381,48,68,48,255,800
2021,Camden 018C,E01000859,348,25,13,28,284,698
2021,Camden 018D,E01000860,212,11,9,14,427,673
2021,Camden 019B,E01000861,297,47,18,27,307,696
2021,Camden 018E,E01000862,400,23,21,40,323,807
2021,Camden 021A,E01000863,302,52,13,30,296,693
2021,Camden 009A,E01000866,453,31,34,44,361,923
2021,Camden 015C,E01000867,323,73,50,32,287,765
2021,Camden 015D,E01000868,330,39,59,34,283,745
2021,Camden 015E,E01000869,423,59,30,50,316,878
2021,Camden 009B,E01000870,370,21,28,35,272,726
2021,Camden 005A,E01000871,352,40,27,38,193,650
2021,Camden 005B,E01000872,373,50,34,36,362,855
2021,Camden 005C,E01000873,410,26,21,46,165,668
2021,Camden 005D,E01000874,348,26,12,54,191,631
2021,Camden 013A,E01000875,340,49,33,40,309,771
2021,Camden 013B,E01000876,382,44,59,55,287,827
2021,Camden 005E,E01000877,325,32,16,43,247,663
2021,Camden 004A,E01000878,398,28,34,54,250,764
2021,Camden 004B,E01000879,299,15,19,49,191,573
2021,Camden 004C,E01000880,340,24,24,44,146,578
2021,Camden 008A,E01000881,243,35,28,54,242,602
2021,Camden 008B,E01000882,347,16,15,59,230,667
2021,Camden 008C,E01000883,318,38,21,39,338,754
2021,Camden 004D,E01000884,338,24,22,41,159,584
2021,Camden 004E,E01000885,317,23,23,32,133,528
2021,Camden 006A,E01000886,331,18,15,33,196,593
2021,Camden 006B,E01000887,320,36,12,36,249,653
2021,Camden 006C,E01000888,334,22,21,40,223,640
2021,Camden 007A,E01000889,357,39,52,33,226,707
2021,Camden 007B,E01000890,228,29,37,27,283,604
2021,Camden 007C,E01000891,244,36,40,36,259,615
2021,Camden 006D,E01000892,384,38,41,51,303,817
2021,Camden 002A,E01000893,327,20,9,48,254,658
2021,Camden 002B,E01000894,332,17,15,26,176,566
2021,Camden 002C,E01000895,322,19,23,51,368,783
2021,Camden 002D,E01000896,351,20,10,52,228,661
2021,Camden 008D,E01000897,351,13,26,66,197,653
2021,Camden 008E,E01000898,299,42,23,43,419,826
2021,Camden 002E,E01000899,382,19,21,38,247,707
2021,Camden 012A,E01000900,379,39,30,33,234,715
2021,Camden 007D,E01000901,358,40,79,48,208,733
2021,Camden 012B,E01000902,255,31,48,26,183,543
2021,Camden 006E,E01000903,301,27,20,39,238,625
2021,Camden 012C,E01000904,436,43,64,44,310,897
2021,Camden 012D,E01000905,326,52,58,40,287,763
2021,Camden 012E,E01000906,319,27,27,47,314,734
2021,Camden 001A,E01000907,346,24,27,25,194,616
2021,Camden 001B,E01000908,324,12,17,36,383,772
2021,Camden 001C,E01000909,397,29,13,32,172,643
2021,Camden 003A,E01000910,332,25,13,22,166,558
2021,Camden 003B,E01000911,333,28,23,17,231,632
2021,Camden 001D,E01000912,354,32,26,19,250,681
2021,Camden 001E,E01000913,415,23,12,34,197,681
2021,Camden 028B,E01000914,304,38,24,36,362,764
2021,Camden 027A,E01000915,275,48,58,32,177,590
2021,Camden 027B,E01000916,376,54,38,64,402,934
2021,Camden 027C,E01000917,258,37,54,44,357,750
2021,Camden 028C,E01000918,282,41,21,40,428,812
2021,Camden 028D,E01000919,259,45,25,35,349,713
2021,Camden 027D,E01000920,327,49,25,47,370,818
2021,Camden 003C,E01000921,425,37,25,53,381,921
2021,Camden 007E,E01000922,333,29,30,43,252,687
2021,Camden 003D,E01000923,351,15,13,38,214,631
2021,Camden 009C,E01000924,374,34,21,40,258,727
2021,Camden 009D,E01000925,267,26,62,29,185,569
2021,Camden 009E,E01000926,315,39,23,35,197,609
2021,Camden 007F,E01000927,382,32,26,22,224,686
2021,Camden 003E,E01000928,389,32,26,40,264,751
2021,Camden 020A,E01000929,315,45,93,38,236,727
2021,Camden 020B,E01000930,330,48,68,54,603,1103
2021,Camden 013C,E01000931,421,44,64,55,341,925
2021,Camden 013D,E01000932,408,33,28,53,356,878
2021,Camden 020C,E01000933,371,56,37,44,306,814
2021,Camden 020D,E01000934,227,37,58,42,355,719
2021,Camden 020E,E01000935,322,28,74,33,248,705
2021,Camden 029G,E01000937,129,18,22,20,233,422
2021,Camden 029A,E01000938,232,68,43,38,244,625
2021,Camden 029B,E01000939,174,55,59,29,171,488
2021,Camden 029D,E01000941,181,33,57,27,233,531
2021,Camden 029C,E01000942,172,31,14,27,265,509
2021,Camden 029F,E01000943,153,32,11,22,220,438
2021,Camden 023A,E01000944,216,71,52,24,203,566
