date,geography,geography code,National identity: Any other combination of only UK identities,National identity: Any other combination of only UK identities: Cornish and British only identity,National identity: Any other combination of only UK identities: Cornish only identity,National identity: Any other combination of only UK identities: Northern Irish and British only identity,National identity: Any other combination of only UK identities: Northern Irish only identity,National identity: Any other combination of only UK identities: Other,National identity: Any other combination of only UK identities: Scottish and British only identity,National identity: Any other combination of only UK identities: Scottish only identity,National identity: British only identity,National identity: English and British only identity,National identity: English only identity,National identity: Irish and at least one UK identity,National identity: Irish only identity,National identity: Non-UK identity only,National identity: Other identity and at least one UK identity,National identity: Other identity only,National identity: Total: All usual residents,National identity: UK identity and non-UK identity,National identity: Welsh and British only identity,National identity: Welsh only identity
2021,Barnet 021E,E01000235,9,0,1,0,3,2,0,3,1062,91,181,2,27,444,70,417,1862,72,0,3
2021,Barnet 034A,E01000236,9,0,0,0,1,0,0,8,1194,183,116,6,28,361,79,333,1952,85,1,3
2021,Barnet 032A,E01000237,7,0,0,0,0,4,1,2,1054,172,84,1,12,692,87,680,2100,88,2,1
2021,Barnet 034B,E01000238,7,0,0,0,2,2,1,2,1204,208,133,15,6,462,66,456,2097,81,1,1
2021,Barnet 031A,E01000239,14,0,0,1,7,3,0,3,1058,93,121,6,23,664,99,641,2060,105,0,5
2021,Barnet 031B,E01000240,4,0,0,0,2,0,0,2,1007,97,85,1,9,464,74,455,1733,75,0,1
2021,Barnet 031C,E01000241,17,0,0,2,4,1,3,7,993,156,102,0,10,441,76,431,1788,76,0,3
2021,Barnet 032B,E01000242,3,0,0,0,3,0,0,0,1078,137,99,1,9,235,44,226,1600,45,2,1
2021,Barnet 032C,E01000243,9,0,0,0,2,1,2,4,963,188,104,0,20,755,140,735,2162,140,2,1
2021,Barnet 032D,E01000244,4,0,0,0,0,1,2,1,818,72,83,1,23,571,81,548,1637,82,2,5
2021,Barnet 032E,E01000245,6,0,0,1,0,1,0,4,1111,83,128,2,16,661,64,645,2057,66,1,1
2021,Barnet 002B,E01000246,13,0,0,0,0,4,1,8,904,143,207,4,14,183,56,169,1518,60,1,7
2021,Barnet 002C,E01000247,14,0,1,1,5,2,1,4,1027,156,188,7,34,262,39,228,1698,46,2,3
2021,Barnet 001A,E01000248,21,0,0,3,9,4,2,3,975,169,207,23,52,240,62,188,1704,85,0,7
2021,Barnet 001B,E01000249,9,0,0,0,4,2,2,1,1029,172,195,4,28,138,58,110,1614,62,3,6
2021,Barnet 001C,E01000250,20,0,0,0,3,2,4,11,1479,197,252,3,41,543,112,502,2613,115,2,5
2021,Barnet 002D,E01000251,28,0,0,0,11,6,2,9,1294,168,242,8,54,442,77,388,2263,85,3,1
2021,Barnet 002E,E01000252,7,0,0,0,1,3,1,2,887,160,238,2,20,325,80,305,1715,82,11,5
2021,Barnet 007B,E01000253,5,0,0,1,0,0,1,3,1307,166,187,12,54,237,64,183,1984,76,5,1
2021,Barnet 001D,E01000254,26,0,1,3,2,5,2,13,959,166,198,4,24,177,56,153,1600,60,3,11
2021,Barnet 017A,E01000255,17,0,0,1,0,2,5,9,1123,94,162,2,15,234,64,219,1699,66,1,2
2021,Barnet 016A,E01000256,12,0,0,0,3,0,5,4,1207,135,110,0,33,396,63,363,1927,63,2,2
2021,Barnet 017B,E01000257,22,0,0,0,2,2,11,7,1314,121,156,2,18,392,81,374,2089,83,1,0
2021,Barnet 016B,E01000258,14,0,0,0,2,1,4,7,1226,142,139,4,37,296,67,259,1896,71,1,7
2021,Barnet 025D,E01000259,12,0,0,1,6,2,1,2,1683,158,165,9,25,487,123,462,2641,132,4,0
2021,Barnet 025E,E01000260,13,0,0,1,2,2,5,3,1262,118,115,4,20,530,121,510,2164,125,0,1
2021,Barnet 017C,E01000261,17,0,0,2,2,3,3,7,1118,155,145,4,22,252,74,230,1770,78,3,2
2021,Barnet 016C,E01000263,5,0,0,1,0,0,0,4,1119,159,104,0,30,94,39,64,1524,39,3,1
2021,Barnet 016D,E01000264,5,0,0,0,0,0,3,2,1098,133,72,3,10,438,72,428,1825,75,2,2
2021,Barnet 011A,E01000265,32,0,0,0,6,3,6,17,1067,109,146,6,30,453,104,423,1922,110,2,3
2021,Barnet 011B,E01000266,13,0,0,1,2,1,3,6,976,124,128,4,24,140,39,116,1431,43,1,6
2021,Barnet 005A,E01000267,6,0,0,0,1,2,1,2,926,121,162,10,25,247,52,222,1527,62,1,2
2021,Barnet 005B,E01000268,15,0,0,1,4,5,2,3,1168,136,135,0,31,514,91,483,2076,91,8,9
2021,Barnet 005C,E01000269,14,0,0,0,5,2,1,6,883,116,170,0,33,157,45,124,1388,45,2,1
2021,Barnet 005D,E01000270,13,0,0,1,2,1,2,7,980,146,121,2,27,220,56,193,1549,58,2,9
2021,Barnet 008A,E01000271,11,0,0,0,2,2,3,4,1058,147,101,5,37,251,61,214,1640,66,0,6
2021,Barnet 008B,E01000272,16,0,0,2,4,4,4,2,956,128,110,2,24,166,42,142,1427,44,2,5
2021,Barnet 008C,E01000273,17,0,0,1,3,0,2,11,997,113,134,2,24,342,60,318,1671,62,2,4
2021,Barnet 011C,E01000274,18,0,0,1,2,7,4,4,1179,155,196,0,36,317,67,281,1936,67,2,2
2021,Barnet 012A,E01000275,14,0,0,1,5,0,4,4,974,99,110,2,15,420,112,405,1738,114,2,5
2021,Barnet 020A,E01000276,4,0,0,0,1,2,1,0,973,115,73,1,24,286,82,262,1537,83,0,3
2021,Barnet 012B,E01000277,10,0,0,0,4,1,2,3,846,82,74,6,16,539,91,523,1655,97,3,4
2021,Barnet 020B,E01000278,5,0,0,1,0,2,0,2,924,82,76,1,7,318,74,311,1482,75,0,2
2021,Barnet 007C,E01000279,11,0,0,1,0,2,5,3,923,128,97,4,9,138,58,129,1365,62,1,5
2021,Barnet 007D,E01000280,6,0,0,1,1,1,2,1,868,142,98,5,11,160,54,149,1337,59,2,2
2021,Barnet 008D,E01000281,19,0,0,1,3,2,7,6,1072,145,113,4,38,342,89,304,1790,93,4,2
2021,Barnet 008E,E01000282,14,0,0,3,5,4,2,0,1081,143,133,4,43,342,88,299,1809,92,0,4
2021,Barnet 012C,E01000283,12,0,0,1,3,3,3,2,983,101,80,3,8,142,50,134,1372,53,0,1
2021,Barnet 012D,E01000284,17,0,0,0,3,3,3,8,961,87,125,7,22,517,86,495,1806,93,0,6
2021,Barnet 004A,E01000285,5,0,0,1,2,0,1,1,912,127,166,7,25,216,71,191,1513,78,6,3
2021,Barnet 007E,E01000286,15,1,0,0,4,1,1,8,1009,135,213,2,26,240,92,214,1715,94,2,7
2021,Barnet 004B,E01000287,17,0,0,0,3,2,5,7,1006,138,230,0,22,203,28,181,1626,28,2,2
2021,Barnet 004C,E01000288,18,0,0,0,3,4,3,8,880,136,190,3,37,239,81,202,1549,84,0,2
2021,Barnet 004D,E01000289,3,0,0,0,0,0,0,3,971,112,203,4,22,236,50,214,1583,54,2,2
2021,Barnet 007F,E01000290,8,0,0,1,2,2,0,3,1023,91,269,4,18,166,57,148,1622,61,1,3
2021,Barnet 004E,E01000291,14,0,0,1,3,0,3,7,1004,101,182,4,19,204,53,185,1563,57,0,1
2021,Barnet 001E,E01000292,10,0,0,0,1,2,4,3,919,139,172,6,20,220,66,200,1540,72,4,4
2021,Barnet 001F,E01000293,20,0,0,0,3,3,2,12,1073,122,176,9,30,295,68,265,1778,77,5,10
2021,Barnet 004F,E01000294,18,0,0,0,3,2,4,9,977,167,212,4,34,344,78,310,1808,82,1,7
2021,Barnet 023B,E01000295,18,0,1,2,1,5,3,6,928,84,62,4,35,414,97,379,1616,101,4,5
2021,Barnet 023C,E01000296,21,0,0,2,3,4,4,8,938,102,54,2,10,527,133,517,1780,135,1,2
2021,Barnet 027D,E01000297,14,0,0,0,0,2,9,3,782,84,60,2,18,388,91,370,1421,93,0,0
2021,Barnet 023D,E01000298,16,0,0,1,2,1,8,4,873,92,92,8,20,531,96,511,1711,104,0,3
2021,Barnet 019A,E01000299,24,0,0,0,6,2,7,9,1066,90,111,9,43,815,98,772,2221,107,2,6
2021,Barnet 019B,E01000300,26,0,0,3,3,5,6,9,1001,97,88,3,23,341,100,318,1665,103,3,6
2021,Barnet 020C,E01000301,5,0,0,0,0,1,3,1,892,97,73,5,17,333,84,316,1494,89,1,4
2021,Barnet 019C,E01000302,7,0,0,0,1,0,3,3,936,109,111,3,14,526,101,512,1802,104,2,7
2021,Barnet 020D,E01000303,11,0,0,0,0,2,2,7,883,112,74,1,3,346,74,343,1503,75,0,2
2021,Barnet 020E,E01000304,19,0,0,0,6,1,5,7,848,107,81,2,19,426,69,407,1556,71,0,4
2021,Barnet 036B,E01000305,9,0,0,1,2,0,1,5,830,45,68,4,35,569,98,534,1623,102,0,0
2021,Barnet 036C,E01000306,3,0,0,0,0,2,0,1,880,45,45,4,20,871,123,851,1974,127,1,2
2021,Barnet 039D,E01000307,4,0,0,0,0,0,2,2,1031,35,101,2,25,376,101,351,1652,103,1,1
2021,Barnet 036D,E01000308,13,0,0,1,4,1,1,6,1146,130,150,2,33,556,111,523,2109,113,1,0
2021,Barnet 031D,E01000309,7,0,0,0,2,1,1,3,1136,86,61,2,10,653,104,643,2049,106,0,0
2021,Barnet 034C,E01000310,8,0,0,1,4,0,0,3,1143,88,108,0,11,751,93,740,2193,93,1,1
2021,Barnet 034D,E01000311,3,0,0,1,0,0,0,2,1192,184,71,1,4,277,42,273,1771,43,0,1
2021,Barnet 036E,E01000312,9,0,0,0,4,4,0,1,965,42,169,2,29,495,83,466,1766,85,0,1
2021,Barnet 036F,E01000313,5,0,1,2,0,1,0,1,1016,49,72,2,24,671,83,647,1901,85,1,2
2021,Barnet 032F,E01000314,6,0,0,0,1,1,2,2,1055,109,65,1,7,805,123,798,2167,124,0,3
2021,Barnet 022F,E01000315,9,0,0,1,1,1,3,3,1065,111,172,9,24,266,65,242,1699,74,0,2
2021,Barnet 027E,E01000316,18,0,0,3,0,7,3,5,1291,123,124,5,33,599,125,566,2288,130,0,3
2021,Barnet 019D,E01000317,13,0,0,0,1,2,2,8,914,108,77,6,23,346,113,323,1583,119,2,4
2021,Barnet 019E,E01000318,4,0,0,0,1,1,0,2,1317,100,101,1,24,313,87,289,1925,88,2,0
2021,Barnet 027F,E01000319,18,0,0,2,6,3,3,4,870,122,86,8,18,226,72,208,1403,80,0,1
2021,Barnet 011D,E01000320,14,0,0,3,4,1,2,4,1167,112,144,15,29,381,94,352,1932,109,3,2
2021,Barnet 012E,E01000321,21,0,0,1,9,0,4,7,960,151,113,3,33,617,88,584,1957,91,0,4
2021,Barnet 011E,E01000322,15,0,0,3,1,1,2,8,1020,117,148,12,32,468,77,436,1862,89,2,3
2021,Barnet 019F,E01000323,20,0,0,0,3,3,3,11,1178,128,184,2,45,721,128,676,2367,130,2,4
2021,Barnet 015F,E01000324,14,0,0,0,6,0,4,4,1104,108,151,11,37,361,81,324,1835,92,3,2
2021,Bexley 014A,E01000325,9,0,0,1,1,5,2,0,873,222,443,0,4,65,28,61,1647,28,1,6
2021,Bexley 014B,E01000326,7,0,0,0,2,2,1,2,760,182,270,1,2,130,29,128,1382,30,1,2
2021,Bexley 017A,E01000327,8,0,0,0,1,2,2,3,865,224,367,1,10,128,29,118,1628,30,2,4
2021,Bexley 017B,E01000328,9,0,0,0,2,0,0,7,889,216,402,1,5,79,37,74,1634,38,1,0
2021,Bexley 017C,E01000329,10,0,1,0,0,5,0,4,963,222,268,0,19,191,41,172,1697,41,0,2
2021,Bexley 017D,E01000330,5,0,0,0,2,1,0,2,865,213,330,0,10,187,46,177,1655,46,1,8
2021,Bexley 017E,E01000331,10,0,0,4,1,1,0,4,941,263,308,2,8,118,41,110,1688,43,0,5
2021,Bexley 005A,E01000332,10,0,0,2,1,1,2,4,875,193,300,3,3,170,41,167,1594,44,0,2
2021,Bexley 003A,E01000333,7,0,0,0,3,2,1,1,1091,211,319,2,14,244,40,230,1917,42,0,3
2021,Bexley 006A,E01000334,5,0,1,0,2,0,1,1,929,178,356,0,11,168,33,157,1676,33,2,5
2021,Bexley 003B,E01000335,5,0,0,0,2,1,2,0,1451,191,243,2,21,723,110,702,2726,112,1,0
2021,Bexley 003C,E01000336,8,0,0,1,1,3,0,3,1133,135,245,2,7,431,37,424,1997,39,1,5
2021,Bexley 003D,E01000337,7,1,3,0,0,1,0,2,960,156,266,3,9,309,35,300,1736,38,0,0
2021,Bexley 003E,E01000338,6,0,0,0,1,1,0,4,929,205,289,0,1,362,61,361,1854,61,0,2
2021,Bexley 025A,E01000339,14,0,0,1,1,1,3,8,890,222,374,0,10,86,24,76,1620,24,5,5
2021,Bexley 018A,E01000340,4,0,0,0,3,0,0,1,828,182,440,1,13,106,18,93,1582,19,0,3
2021,Bexley 022A,E01000341,9,0,0,2,5,0,0,2,833,204,427,1,4,58,9,54,1542,10,1,0
2021,Bexley 022B,E01000342,2,0,0,0,0,0,1,1,741,227,443,1,12,84,22,72,1523,23,1,2
2021,Bexley 022C,E01000343,4,0,0,0,0,3,1,0,827,194,373,0,20,90,14,70,1508,14,1,5
2021,Bexley 025B,E01000344,5,0,0,0,1,0,3,1,855,204,404,2,10,102,17,92,1591,19,0,2
2021,Bexley 022D,E01000345,5,0,0,0,0,3,0,2,708,235,317,5,7,39,30,32,1341,35,1,1
2021,Bexley 021A,E01000346,4,0,0,0,0,3,1,0,815,254,410,0,13,81,21,68,1587,21,0,2
2021,Bexley 021B,E01000347,11,0,0,0,3,1,3,4,831,208,342,1,17,110,14,93,1521,15,2,2
2021,Bexley 020A,E01000348,14,0,0,0,3,4,3,4,832,236,348,2,0,47,25,47,1516,27,5,7
2021,Bexley 020B,E01000349,6,0,1,0,3,1,1,0,1056,202,372,2,11,61,21,50,1724,23,0,4
2021,Bexley 021C,E01000350,6,0,0,0,0,3,1,2,789,231,361,3,3,78,18,75,1487,21,0,1
2021,Bexley 024A,E01000351,10,0,0,0,6,2,1,1,937,177,398,0,4,63,21,59,1609,21,0,3
2021,Bexley 021D,E01000352,13,0,0,1,2,4,1,5,881,218,353,0,3,121,32,118,1619,32,0,1
2021,Bexley 011A,E01000353,5,0,0,1,1,0,2,1,889,173,459,0,9,77,33,68,1640,33,0,4
2021,Bexley 011B,E01000354,18,0,0,1,0,2,5,10,846,175,300,0,14,94,55,80,1493,55,2,3
2021,Bexley 011C,E01000355,9,0,0,2,1,0,2,4,779,171,380,3,20,80,18,60,1441,21,0,1
2021,Bexley 009A,E01000356,4,0,0,0,0,0,0,4,882,155,346,1,5,125,50,120,1568,51,2,3
2021,Bexley 009B,E01000357,10,0,0,0,1,0,3,6,758,187,329,0,10,75,42,65,1403,42,1,1
2021,Bexley 011D,E01000358,8,0,1,1,0,0,2,4,914,204,370,2,17,110,50,93,1660,52,1,1
2021,Bexley 009C,E01000359,6,0,0,0,0,3,0,3,669,176,295,4,11,84,25,73,1263,29,1,3
2021,Bexley 015A,E01000360,16,0,0,0,2,5,1,8,906,217,370,3,32,357,36,325,1910,39,3,2
2021,Bexley 020C,E01000361,4,0,0,0,3,1,0,0,886,231,342,1,5,101,19,96,1585,20,1,0
2021,Bexley 015B,E01000362,8,0,0,0,0,0,4,4,1034,210,380,4,16,182,44,166,1866,48,1,3
2021,Bexley 020D,E01000363,9,0,0,0,4,0,1,4,873,178,333,1,9,124,37,115,1558,38,1,2
2021,Bexley 023A,E01000364,5,0,0,0,2,0,1,2,973,180,322,1,23,167,47,144,1699,48,1,3
2021,Bexley 015C,E01000365,13,0,0,1,0,1,2,9,892,200,363,3,8,205,41,197,1727,44,3,7
2021,Bexley 015D,E01000366,5,0,0,0,0,1,2,2,906,189,307,1,6,189,39,183,1638,40,2,0
2021,Bexley 010A,E01000367,7,0,0,1,0,1,3,2,1358,208,402,2,11,244,43,233,2267,45,1,2
2021,Bexley 010B,E01000368,9,0,0,0,0,1,2,6,939,230,315,2,5,157,29,152,1681,31,0,0
2021,Bexley 014C,E01000369,16,0,0,0,4,0,5,7,946,196,412,1,0,129,22,129,1725,23,1,2
2021,Bexley 014D,E01000370,14,0,0,0,4,1,2,7,789,223,378,2,6,115,34,109,1559,36,1,3
2021,Bexley 014E,E01000371,9,0,0,1,1,1,3,3,862,233,378,1,14,110,24,96,1619,25,0,2
2021,Bexley 010C,E01000372,7,0,0,0,3,2,1,1,965,200,295,1,15,171,45,156,1688,46,0,4
2021,Bexley 008A,E01000373,6,0,0,2,0,1,0,3,778,141,118,4,11,228,48,217,1325,52,0,2
2021,Bexley 019A,E01000374,10,0,4,1,1,0,1,3,853,239,278,2,8,152,41,144,1578,43,1,2
2021,Bexley 019B,E01000375,7,0,0,1,4,0,1,1,1183,234,384,1,6,261,54,255,2129,55,1,4
2021,Bexley 019C,E01000376,12,0,0,0,0,2,2,8,872,179,351,5,5,146,45,141,1614,50,0,4
2021,Bexley 019D,E01000377,4,0,0,0,2,0,0,2,806,178,365,2,13,90,24,77,1473,26,1,3
2021,Bexley 019F,E01000379,8,1,0,0,1,1,1,4,961,248,334,1,8,118,37,110,1710,38,0,3
2021,Bexley 010D,E01000380,14,0,0,2,2,1,1,8,913,257,375,4,6,130,34,124,1735,38,4,4
2021,Bexley 028A,E01000381,18,0,1,0,5,3,5,4,861,216,413,2,8,74,32,66,1617,34,1,0
2021,Bexley 027A,E01000382,13,0,0,0,2,6,2,3,866,228,359,4,11,59,38,48,1573,42,0,6
2021,Bexley 028B,E01000383,8,0,0,0,1,0,1,6,929,187,369,2,15,78,21,63,1594,23,0,0
2021,Bexley 027B,E01000384,14,0,0,0,3,0,5,6,958,233,356,5,12,123,31,111,1722,36,1,1
2021,Bexley 028C,E01000385,15,0,0,0,1,4,5,5,1205,267,297,1,4,177,44,173,2007,45,1,0
2021,Bexley 028D,E01000386,5,0,0,0,2,1,1,1,902,200,262,2,7,145,20,138,1537,22,1,0
2021,Bexley 027C,E01000387,12,0,0,2,1,0,3,6,880,195,354,1,7,73,32,66,1557,33,3,7
2021,Bexley 016A,E01000388,4,0,0,0,0,1,2,1,844,158,330,2,9,124,50,115,1513,52,1,0
2021,Bexley 020E,E01000389,10,0,0,0,3,5,0,2,953,202,341,4,13,149,38,136,1700,42,3,0
2021,Bexley 020F,E01000390,3,0,0,0,0,0,1,2,810,180,243,3,15,69,24,54,1334,27,1,1
2021,Bexley 021E,E01000391,6,0,0,1,1,2,0,2,911,238,391,3,14,159,39,145,1748,42,1,0
2021,Bexley 016B,E01000392,9,0,0,0,1,1,2,5,1069,190,261,1,20,358,64,338,1955,65,1,2
2021,Bexley 020G,E01000393,3,0,0,0,0,0,1,2,913,172,337,6,12,189,74,177,1696,80,1,1
2021,Bexley 015E,E01000394,16,0,0,0,1,3,3,9,891,175,334,1,16,163,35,147,1627,36,4,8
2021,Bexley 018B,E01000395,8,0,0,0,2,3,1,2,890,162,333,0,10,94,36,84,1527,36,1,3
2021,Bexley 018C,E01000396,4,0,0,0,1,1,1,1,840,164,318,1,9,88,33,79,1452,34,2,2
2021,Bexley 029A,E01000398,6,0,0,0,5,1,0,0,815,189,371,0,4,156,49,152,1589,49,1,2
2021,Bexley 029B,E01000399,13,0,0,1,2,1,1,8,838,187,306,0,12,173,53,161,1571,53,0,1
2021,Bexley 029C,E01000400,13,0,0,2,3,4,0,4,805,182,288,0,11,220,61,209,1575,61,0,6
2021,Bexley 013A,E01000401,15,0,0,0,0,5,4,6,998,224,324,1,6,205,48,199,1817,49,2,0
2021,Bexley 005B,E01000402,10,0,0,0,1,2,2,5,916,201,235,1,10,208,28,198,1601,29,1,1
2021,Bexley 004A,E01000403,15,0,0,1,2,0,3,9,1410,213,367,5,13,341,48,328,2403,53,1,3
2021,Bexley 004B,E01000404,12,0,0,0,4,8,0,0,1366,233,255,0,20,497,50,477,2419,50,0,6
2021,Bexley 004C,E01000405,8,0,0,0,1,1,1,5,919,184,188,0,9,255,22,246,1577,22,0,1
2021,Bexley 005C,E01000406,8,0,0,1,3,1,1,2,1242,173,274,2,17,379,59,362,2145,61,1,7
2021,Bexley 005D,E01000407,6,0,0,0,0,1,3,2,1027,197,333,2,45,247,53,202,1870,55,0,5
2021,Bexley 004D,E01000408,4,1,0,0,1,0,0,2,1042,109,184,0,7,372,62,365,1774,62,1,0
2021,Bexley 016C,E01000409,4,0,0,0,3,0,0,1,971,225,350,1,14,156,32,142,1743,33,1,3
2021,Bexley 018D,E01000410,12,0,0,2,3,2,4,1,955,180,326,3,7,142,38,135,1657,41,0,1
2021,Bexley 016D,E01000411,5,0,0,0,3,1,0,1,752,190,389,4,8,109,36,101,1489,40,0,4
2021,Bexley 018E,E01000412,10,0,0,0,1,2,0,7,882,257,368,2,21,188,57,167,1766,59,1,1
2021,Bexley 018F,E01000413,8,0,0,0,1,0,0,7,698,175,345,1,6,97,22,91,1347,23,0,1
2021,Bexley 016E,E01000414,6,0,0,0,1,3,0,2,997,197,315,2,7,318,58,311,1894,60,0,1
2021,Bexley 016F,E01000415,12,0,0,0,2,2,3,5,748,180,358,3,10,119,46,109,1467,49,0,1
2021,Bexley 002A,E01000416,10,0,0,0,7,0,0,3,958,77,160,2,11,396,25,385,1630,27,0,2
2021,Bexley 006B,E01000417,10,0,0,0,0,2,2,6,925,181,339,5,12,222,53,210,1740,58,1,4
2021,Bexley 002B,E01000418,6,0,0,0,4,1,1,0,1041,155,228,1,6,444,66,438,1943,67,1,1
2021,Bexley 006C,E01000419,10,0,0,0,1,0,5,4,834,168,317,2,27,131,30,104,1494,32,0,2
2021,Bexley 006D,E01000420,11,1,0,0,2,3,1,4,845,162,346,3,9,121,34,112,1523,37,1,0
2021,Bexley 009D,E01000421,9,0,0,0,0,3,1,5,820,212,382,1,16,78,13,62,1521,14,1,5
2021,Bexley 002C,E01000422,5,0,0,0,0,2,1,2,799,103,110,0,16,269,52,253,1338,52,0,0
2021,Bexley 025C,E01000423,5,0,0,0,0,0,0,5,892,258,356,6,11,63,22,52,1608,28,0,6
2021,Bexley 026A,E01000424,15,0,0,0,5,5,2,3,977,271,342,1,12,77,35,65,1727,36,3,6
2021,Bexley 025D,E01000425,12,0,0,0,3,3,1,5,1013,235,408,5,11,87,36,76,1800,41,2,2
2021,Bexley 026B,E01000426,15,0,0,2,2,3,0,8,932,263,292,1,11,121,38,110,1672,39,0,10
2021,Bexley 026C,E01000427,28,0,0,1,0,12,10,5,1093,261,453,6,34,141,21,107,2012,27,1,8
2021,Bexley 027D,E01000428,16,0,0,1,1,2,2,10,992,262,344,2,14,243,35,229,1902,37,3,5
2021,Bexley 008B,E01000429,10,0,0,0,0,4,2,4,986,144,209,2,4,297,43,293,1692,45,1,0
2021,Bexley 008C,E01000430,6,0,0,0,0,3,0,3,1259,184,259,0,30,288,48,258,2045,48,0,1
2021,Bexley 008D,E01000431,4,0,0,0,0,2,2,0,726,112,166,1,4,161,27,157,1199,28,0,2
2021,Bexley 008F,E01000433,0,0,0,0,0,0,0,0,1185,184,293,0,8,247,45,239,1957,45,3,0
2021,Bexley 008G,E01000434,18,0,0,0,3,2,5,8,888,234,276,1,7,155,19,148,1593,20,1,1
2021,Bexley 010E,E01000435,10,0,0,1,3,2,1,3,855,174,294,1,7,128,26,121,1488,27,0,0
2021,Bexley 011E,E01000436,11,0,0,0,0,2,2,7,961,217,439,4,9,84,42,75,1760,46,0,2
2021,Bexley 007A,E01000437,10,0,0,0,3,2,1,4,785,164,308,0,3,80,20,77,1373,20,0,6
2021,Bexley 007B,E01000438,10,0,0,0,6,3,0,1,901,199,378,3,13,157,30,144,1687,33,4,5
2021,Bexley 007C,E01000439,8,0,0,0,2,2,1,3,786,175,281,4,8,138,30,130,1423,34,0,1
2021,Bexley 007D,E01000440,10,0,0,0,1,3,1,5,808,152,316,0,8,81,13,73,1385,13,2,3
2021,Bexley 007E,E01000441,5,0,0,0,2,0,2,1,1010,242,314,2,12,193,34,181,1802,36,1,1
2021,Bexley 006E,E01000442,4,0,0,0,0,2,1,1,938,204,389,0,6,98,43,92,1679,43,0,3
2021,Bexley 024B,E01000443,3,0,0,0,2,0,0,1,720,208,315,5,14,65,12,51,1330,17,0,2
2021,Bexley 023B,E01000444,6,0,1,1,0,0,0,4,963,209,383,3,5,53,16,48,1642,19,0,9
2021,Bexley 024C,E01000445,13,0,0,0,1,5,4,3,853,249,428,0,9,93,22,84,1667,22,2,7
2021,Bexley 024D,E01000446,10,0,0,0,1,2,6,1,840,189,384,2,18,63,18,45,1510,20,1,3
2021,Bexley 023C,E01000447,15,0,0,0,3,3,5,4,1120,298,344,2,21,125,41,104,1953,43,1,7
2021,Bexley 023D,E01000448,22,0,0,2,0,3,4,13,757,210,276,1,10,62,17,52,1348,18,2,1
2021,Bexley 023E,E01000449,12,0,0,0,3,0,2,7,852,249,336,3,17,82,21,65,1561,24,0,6
2021,Bexley 009E,E01000450,8,0,0,0,1,0,4,3,1013,198,366,1,4,173,42,169,1802,43,0,1
2021,Bexley 009F,E01000451,10,0,0,1,0,0,1,8,902,253,379,2,13,151,49,138,1751,51,1,4
2021,Bexley 009G,E01000452,6,0,0,0,2,2,2,0,848,154,293,3,15,81,28,66,1418,31,0,5
2021,Bexley 013B,E01000453,6,0,0,0,3,0,2,1,840,166,329,0,14,109,27,95,1480,27,0,3
2021,Bexley 013C,E01000454,4,0,0,0,1,1,0,2,902,161,310,2,13,197,49,184,1630,51,2,3
2021,Bexley 013D,E01000455,6,0,0,0,1,0,0,5,948,165,366,2,18,235,70,217,1793,72,0,1
2021,Bexley 013E,E01000456,7,0,0,0,1,5,0,1,704,196,337,0,3,123,50,120,1422,50,1,4
2021,Bexley 026D,E01000457,18,0,0,2,3,2,7,4,1203,277,379,1,11,239,43,228,2173,44,4,9
2021,Bexley 027E,E01000458,23,0,0,1,2,2,7,11,827,238,349,0,14,72,20,58,1542,20,2,11
2021,Bexley 027F,E01000459,15,0,0,0,1,3,6,5,983,273,397,3,17,165,33,148,1873,36,1,3
2021,Bexley 022E,E01000460,10,0,0,1,3,1,2,3,691,196,275,1,4,57,22,53,1259,23,3,4
2021,Bexley 024E,E01000461,12,0,0,0,2,1,5,4,912,259,343,4,6,57,44,51,1636,48,4,1
2021,Bexley 026E,E01000462,25,0,0,1,6,5,3,10,1124,270,354,4,9,206,57,197,2054,61,4,10
2021,Bexley 025E,E01000463,4,0,0,0,0,1,2,1,716,162,295,0,4,61,11,57,1251,11,1,1
2021,Bexley 002D,E01000464,12,0,0,1,3,0,0,8,812,139,210,2,8,300,44,292,1520,46,0,1
2021,Bexley 002E,E01000465,11,0,0,1,2,4,2,2,959,145,241,1,8,286,47,278,1690,48,0,0
2021,Bexley 001A,E01000466,6,0,0,0,3,1,0,2,1028,111,165,1,15,365,37,350,1713,38,0,0
2021,Bexley 001B,E01000467,6,0,0,0,2,1,2,1,957,140,153,0,7,368,51,361,1679,51,1,3
2021,Bexley 001C,E01000468,9,0,0,0,3,2,0,4,1772,133,173,2,39,739,104,700,2933,106,0,1
2021,Bexley 001D,E01000469,1,0,0,0,1,0,0,0,1048,80,138,1,11,401,68,390,1737,69,0,0
2021,Bexley 002F,E01000470,1,0,0,0,0,0,1,0,767,138,126,0,8,248,25,240,1307,25,0,2
2021,Brent 026A,E01000471,6,0,0,0,2,3,0,1,960,23,43,0,22,596,94,574,1722,94,0,0
2021,Brent 029A,E01000472,11,0,0,0,3,3,1,4,1247,63,50,2,16,899,127,883,2403,129,1,3
2021,Brent 029B,E01000473,4,0,0,0,1,1,1,1,1276,37,29,0,5,1247,110,1242,2704,110,0,1
2021,Brent 026B,E01000474,1,0,0,0,1,0,0,0,1215,30,51,2,11,876,98,865,2273,100,0,0
2021,Brent 029C,E01000475,1,0,0,0,0,0,0,1,1178,31,49,1,21,791,71,770,2124,72,0,2
2021,Brent 026C,E01000476,5,0,0,0,4,0,0,1,1032,32,46,0,15,960,122,945,2197,122,0,0
