date,geography,geography code,Length of residence in the UK: 10 years or more,"Length of residence in the UK: 2 years or more, but less than 5 years","Length of residence in the UK: 5 years or more, but less than 10 years",Length of residence in the UK: Born in the UK,Length of residence in the UK: Less than 2 years,Length of residence in the UK: Total: All usual residents
2021,Bexley 026E,E01000462,226,44,68,1670,48,2056
2021,Bexley 025E,E01000463,122,3,15,1100,11,1251
2021,Bexley 002D,E01000464,466,40,82,883,48,1519
2021,Bexley 002E,E01000465,406,48,76,1127,33,1690
2021,Bexley 001A,E01000466,536,43,116,967,54,1716
2021,Bexley 001B,E01000467,416,97,123,984,60,1680
2021,Bexley 001C,E01000468,934,145,209,1555,89,2932
2021,Bexley 001D,E01000469,546,62,137,929,62,1736
2021,Bexley 002F,E01000470,362,31,53,838,23,1307
2021,Brent 026A,E01000471,758,121,154,575,113,1721
2021,Brent 029A,E01000472,846,211,326,848,174,2405
2021,Brent 029B,E01000473,963,236,500,787,218,2704
2021,Brent 026B,E01000474,886,144,287,813,142,2272
2021,Brent 029C,E01000475,876,147,246,736,118,2123
2021,Brent 026C,E01000476,847,185,379,629,154,2194
2021,Brent 026D,E01000477,895,221,451,641,168,2376
2021,Brent 029D,E01000478,958,262,336,824,147,2527
2021,Brent 009A,E01000479,634,96,108,843,78,1759
2021,Brent 006A,E01000480,634,110,110,710,124,1688
2021,Brent 009B,E01000481,570,138,157,680,88,1633
2021,Brent 009D,E01000483,691,131,186,763,81,1852
2021,Brent 006B,E01000484,556,63,105,997,44,1765
2021,Brent 006C,E01000485,631,80,143,677,73,1604
2021,Brent 006D,E01000486,649,99,136,721,93,1698
2021,Brent 006E,E01000487,738,149,284,712,104,1987
2021,Brent 022A,E01000488,476,103,152,767,147,1645
2021,Brent 030A,E01000489,521,80,140,895,92,1728
2021,Brent 023A,E01000490,470,194,187,861,61,1773
2021,Brent 030B,E01000491,599,109,172,1109,78,2067
2021,Brent 030C,E01000492,380,61,62,729,42,1274
2021,Brent 030D,E01000493,466,51,84,953,43,1597
2021,Brent 023B,E01000494,559,109,150,818,124,1760
2021,Brent 023C,E01000495,442,122,186,760,79,1589
2021,Brent 011A,E01000497,757,167,219,816,112,2071
2021,Brent 010B,E01000498,630,113,175,691,73,1682
2021,Brent 011B,E01000499,662,139,149,839,107,1896
2021,Brent 011C,E01000501,699,84,137,1048,64,2032
2021,Brent 011D,E01000502,681,101,140,917,43,1882
2021,Brent 011E,E01000503,763,111,152,1002,65,2093
2021,Brent 018A,E01000504,489,101,146,995,70,1801
2021,Brent 018B,E01000505,517,97,94,908,61,1677
2021,Brent 014A,E01000506,596,147,173,647,94,1657
2021,Brent 018C,E01000507,565,98,120,780,56,1619
2021,Brent 025A,E01000508,875,93,168,1379,98,2613
2021,Brent 014B,E01000509,579,119,140,530,67,1435
2021,Brent 014C,E01000510,598,190,199,590,95,1672
2021,Brent 014D,E01000511,541,139,138,870,84,1772
2021,Brent 018D,E01000512,474,131,138,915,45,1703
2021,Brent 002A,E01000513,651,83,131,745,70,1680
2021,Brent 002B,E01000514,567,109,128,691,75,1570
2021,Brent 003A,E01000515,601,164,196,822,92,1875
2021,Brent 002C,E01000516,766,233,312,877,157,2345
2021,Brent 003B,E01000517,642,69,138,694,80,1623
2021,Brent 005A,E01000518,739,101,163,820,92,1915
2021,Brent 005B,E01000519,746,178,229,771,89,2013
2021,Brent 002D,E01000520,584,108,129,766,89,1676
2021,Brent 025B,E01000521,787,128,233,1016,109,2273
2021,Brent 025C,E01000522,663,105,138,1054,86,2046
2021,Brent 031A,E01000523,730,165,177,1119,106,2297
2021,Brent 031B,E01000524,805,149,228,1117,124,2423
2021,Brent 031C,E01000525,576,105,116,978,76,1851
2021,Brent 025D,E01000526,786,74,118,1176,43,2197
2021,Brent 025E,E01000527,691,83,126,897,78,1875
2021,Brent 025F,E01000528,645,61,104,854,61,1725
2021,Brent 033A,E01000530,518,69,133,1050,50,1820
2021,Brent 033B,E01000531,545,105,105,979,63,1797
2021,Brent 033C,E01000532,377,58,83,963,28,1509
2021,Brent 031E,E01000533,762,111,145,1091,62,2171
2021,Brent 033D,E01000534,475,67,82,1085,42,1751
2021,Brent 031F,E01000535,616,99,171,1088,79,2053
2021,Brent 004A,E01000536,620,65,82,714,78,1559
2021,Brent 004B,E01000538,613,36,59,891,22,1621
2021,Brent 004C,E01000539,577,92,106,742,64,1581
2021,Brent 004D,E01000540,591,54,101,658,52,1456
2021,Brent 004E,E01000541,549,106,176,499,82,1412
2021,Brent 003E,E01000543,644,102,191,619,70,1626
2021,Brent 034A,E01000544,601,126,148,822,74,1771
2021,Brent 028A,E01000545,509,231,232,835,114,1921
2021,Brent 028B,E01000546,412,102,177,867,87,1645
2021,Brent 028C,E01000547,450,115,117,901,73,1656
2021,Brent 028D,E01000548,537,163,236,907,143,1986
2021,Brent 028E,E01000549,445,91,160,976,140,1812
2021,Brent 034B,E01000550,680,120,140,982,99,2021
2021,Brent 034C,E01000551,1005,74,122,1616,78,2895
2021,Brent 034D,E01000552,516,48,104,817,27,1512
2021,Brent 015A,E01000553,717,197,212,819,94,2039
2021,Brent 015B,E01000554,652,157,164,929,68,1970
2021,Brent 015C,E01000555,481,107,107,820,71,1586
2021,Brent 015D,E01000556,595,236,250,802,204,2087
2021,Brent 015E,E01000557,542,217,192,783,131,1865
2021,Brent 015F,E01000558,370,92,111,768,48,1389
2021,Brent 018E,E01000559,378,111,161,635,93,1378
2021,Brent 023D,E01000560,413,116,129,836,67,1561
2021,Brent 023E,E01000561,634,113,188,916,86,1937
2021,Brent 008A,E01000562,651,49,80,678,49,1507
2021,Brent 008B,E01000563,675,73,57,740,44,1589
2021,Brent 013A,E01000564,577,123,172,642,110,1624
2021,Brent 013B,E01000565,574,86,86,732,58,1536
2021,Brent 008C,E01000566,620,78,105,681,64,1548
2021,Brent 016A,E01000567,524,57,98,666,54,1399
2021,Brent 008D,E01000568,620,232,224,791,351,2218
2021,Brent 008E,E01000569,599,63,55,700,39,1456
2021,Brent 012A,E01000570,590,88,163,615,90,1546
2021,Brent 012B,E01000571,644,145,112,773,89,1763
2021,Brent 007A,E01000572,537,79,120,687,71,1494
2021,Brent 007B,E01000573,607,113,170,666,117,1673
2021,Brent 007C,E01000574,513,132,205,700,104,1654
2021,Brent 007D,E01000575,671,258,383,661,179,2152
2021,Brent 012C,E01000576,722,164,231,660,97,1874
2021,Brent 007E,E01000577,844,196,251,1135,157,2583
2021,Brent 012D,E01000578,812,168,242,996,107,2325
2021,Brent 032A,E01000579,393,73,83,979,59,1587
2021,Brent 032B,E01000580,495,107,163,1240,80,2085
2021,Brent 030E,E01000581,330,71,78,1013,19,1511
2021,Brent 032C,E01000582,446,71,89,1186,58,1850
2021,Brent 032D,E01000583,496,93,171,1219,71,2050
2021,Brent 033E,E01000584,443,66,71,938,42,1560
2021,Brent 033F,E01000585,398,53,90,915,48,1504
2021,Brent 032E,E01000586,563,239,209,1238,132,2381
2021,Brent 001A,E01000587,587,115,182,684,58,1626
2021,Brent 001B,E01000589,955,185,266,988,157,2551
2021,Brent 001C,E01000590,646,138,184,877,91,1936
2021,Brent 003F,E01000591,842,214,247,673,207,2183
2021,Brent 001D,E01000592,739,84,167,788,53,1831
2021,Brent 001E,E01000593,786,122,202,902,109,2121
2021,Brent 001F,E01000594,686,158,245,601,128,1818
2021,Brent 027A,E01000595,630,101,113,899,40,1783
2021,Brent 021A,E01000596,651,75,111,959,52,1848
2021,Brent 027D,E01000599,710,49,75,1012,43,1889
2021,Brent 021B,E01000601,508,28,60,765,25,1386
2021,Brent 021C,E01000602,566,41,79,740,27,1453
2021,Brent 021D,E01000603,517,69,141,678,41,1446
2021,Brent 021E,E01000604,661,52,67,932,23,1735
2021,Brent 021F,E01000605,663,57,56,969,17,1762
2021,Brent 016B,E01000606,670,189,230,655,125,1869
2021,Brent 013C,E01000607,952,157,284,904,296,2593
2021,Brent 013D,E01000608,859,171,299,872,137,2338
2021,Brent 016C,E01000609,788,126,184,830,133,2061
2021,Brent 019A,E01000610,796,248,241,785,115,2185
2021,Brent 016D,E01000611,766,110,206,732,114,1928
2021,Brent 019B,E01000612,672,154,179,664,97,1766
2021,Brent 013E,E01000613,640,134,164,726,91,1755
2021,Brent 036A,E01000615,744,367,341,1318,421,3191
2021,Brent 020A,E01000616,577,274,350,553,183,1937
2021,Brent 036B,E01000617,702,238,319,817,190,2266
2021,Brent 036D,E01000618,632,158,136,654,97,1677
2021,Brent 036C,E01000619,623,115,151,737,70,1696
2021,Brent 020B,E01000620,662,169,197,603,119,1750
2021,Brent 020C,E01000621,658,184,211,627,131,1811
2021,Brent 010D,E01000622,639,143,244,875,77,1978
2021,Brent 005C,E01000623,723,120,152,822,64,1881
2021,Brent 005D,E01000624,659,85,137,807,59,1747
2021,Brent 009E,E01000625,615,101,150,747,59,1672
2021,Brent 010E,E01000626,496,87,132,789,44,1548
2021,Brent 014E,E01000627,688,178,269,790,123,2048
2021,Brent 014F,E01000628,683,135,216,662,72,1768
2021,Brent 005E,E01000629,756,131,161,845,83,1976
2021,Brent 026E,E01000630,862,353,409,822,283,2729
2021,Brent 019C,E01000631,803,208,255,683,124,2073
2021,Brent 029E,E01000632,890,259,404,712,215,2480
2021,Brent 019D,E01000633,747,347,521,741,263,2619
2021,Brent 019E,E01000634,857,279,445,839,225,2645
2021,Brent 020E,E01000636,845,352,438,729,236,2600
2021,Brent 022B,E01000637,448,139,163,688,70,1508
2021,Brent 024A,E01000638,775,217,272,771,106,2141
2021,Brent 022C,E01000639,480,168,231,693,143,1715
2021,Brent 024B,E01000640,667,222,325,824,177,2215
2021,Brent 024C,E01000641,571,196,225,847,112,1951
2021,Brent 022D,E01000642,595,296,311,827,185,2214
2021,Brent 024D,E01000643,786,85,113,1224,34,2242
2021,Brent 022E,E01000644,536,137,222,931,83,1909
2021,Bromley 007A,E01000645,240,17,25,1155,13,1450
2021,Bromley 016A,E01000646,269,62,93,1352,53,1829
2021,Bromley 016B,E01000647,186,57,37,1404,22,1706
2021,Bromley 016C,E01000648,272,29,46,1524,16,1887
2021,Bromley 007B,E01000649,334,27,52,1627,28,2068
2021,Bromley 022A,E01000650,333,21,35,1399,17,1805
2021,Bromley 020A,E01000651,228,27,32,1368,26,1681
2021,Bromley 022B,E01000652,204,12,18,1461,16,1711
2021,Bromley 016D,E01000653,244,22,32,1230,13,1541
2021,Bromley 039A,E01000654,70,5,10,1212,2,1299
2021,Bromley 039B,E01000655,67,5,12,1242,2,1328
2021,Bromley 039C,E01000656,104,5,6,1388,4,1507
2021,Bromley 039D,E01000657,86,14,9,1464,0,1573
2021,Bromley 042A,E01000658,54,2,4,1270,0,1330
2021,Bromley 039E,E01000659,73,7,14,1362,7,1463
2021,Bromley 026A,E01000661,431,80,113,2133,58,2815
2021,Bromley 026B,E01000662,243,29,33,1483,15,1803
2021,Bromley 026C,E01000663,233,22,45,1371,10,1681
2021,Bromley 026D,E01000664,219,23,24,1388,11,1665
2021,Bromley 033A,E01000665,177,28,29,1597,27,1858
2021,Bromley 033B,E01000666,158,21,12,1682,18,1891
2021,Bromley 033C,E01000667,149,10,17,1471,12,1659
2021,Bromley 020B,E01000668,288,72,81,1733,48,2222
2021,Bromley 020C,E01000669,191,27,35,1458,25,1736
2021,Bromley 018A,E01000670,374,98,112,1287,69,1940
2021,Bromley 020D,E01000671,367,92,99,1627,86,2271
2021,Bromley 011A,E01000672,282,51,84,1238,21,1676
2021,Bromley 011B,E01000673,236,47,48,1330,9,1670
2021,Bromley 008A,E01000674,292,71,109,1202,42,1716
2021,Bromley 008B,E01000676,334,248,183,1140,128,2033
2021,Bromley 018C,E01000677,271,111,96,1374,50,1902
2021,Bromley 016E,E01000678,235,60,81,1422,52,1850
2021,Bromley 020E,E01000679,187,47,57,1479,22,1792
2021,Bromley 037A,E01000680,165,6,22,1438,11,1642
2021,Bromley 035A,E01000681,204,24,50,1457,20,1755
2021,Bromley 035B,E01000682,193,35,62,1296,20,1606
2021,Bromley 035C,E01000683,251,57,58,1317,22,1705
2021,Bromley 035D,E01000684,352,48,58,1599,36,2093
2021,Bromley 037B,E01000685,200,30,36,1332,31,1629
2021,Bromley 037C,E01000686,205,8,35,1242,4,1494
2021,Bromley 037D,E01000687,127,26,24,1371,17,1565
2021,Bromley 037E,E01000688,139,11,17,1198,23,1388
2021,Bromley 002A,E01000689,216,15,31,1359,13,1634
2021,Bromley 002B,E01000690,168,10,21,1173,19,1391
2021,Bromley 002C,E01000691,140,20,52,1306,13,1531
2021,Bromley 002D,E01000692,159,35,24,1443,10,1671
2021,Bromley 010A,E01000693,189,5,21,1270,26,1511
2021,Bromley 007C,E01000694,326,19,53,1878,22,2298
2021,Bromley 007D,E01000695,169,17,34,1292,6,1518
2021,Bromley 007E,E01000696,170,8,29,1420,9,1636
2021,Bromley 007F,E01000697,250,40,67,1404,23,1784
2021,Bromley 010B,E01000698,199,13,27,948,6,1193
2021,Bromley 015A,E01000699,238,34,70,1087,24,1453
2021,Bromley 013A,E01000700,194,26,38,1249,12,1519
2021,Bromley 015B,E01000701,207,26,48,1139,20,1440
2021,Bromley 013B,E01000702,217,44,65,1093,14,1433
2021,Bromley 013C,E01000703,212,46,68,1369,36,1731
2021,Bromley 015C,E01000704,219,10,57,1172,12,1470
2021,Bromley 015D,E01000705,248,39,65,973,30,1355
2021,Bromley 013D,E01000706,197,27,44,1088,15,1371
2021,Bromley 041A,E01000707,167,16,26,1291,9,1509
2021,Bromley 041B,E01000708,223,30,55,1360,21,1689
2021,Bromley 006A,E01000709,213,34,101,995,27,1370
2021,Bromley 006B,E01000710,421,79,152,1659,48,2359
2021,Bromley 006C,E01000711,359,70,128,1278,45,1880
2021,Bromley 012A,E01000712,313,53,118,1271,39,1794
2021,Bromley 012B,E01000713,365,43,70,1345,26,1849
2021,Bromley 006D,E01000714,393,91,110,1491,83,2168
2021,Bromley 012C,E01000715,318,65,68,1282,26,1759
2021,Bromley 011C,E01000716,281,37,45,1269,17,1649
2021,Bromley 011D,E01000717,263,69,110,1233,30,1705
2021,Bromley 006E,E01000718,372,59,108,1487,31,2057
2021,Bromley 019A,E01000719,318,53,72,1639,34,2116
2021,Bromley 019B,E01000720,254,33,79,1426,10,1802
2021,Bromley 019C,E01000721,286,41,77,1176,24,1604
2021,Bromley 023A,E01000722,233,36,83,1473,22,1847
2021,Bromley 029A,E01000723,133,11,18,1073,6,1241
2021,Bromley 019D,E01000724,304,22,75,1255,21,1677
2021,Bromley 023B,E01000725,202,14,55,1457,24,1752
2021,Bromley 029B,E01000726,164,21,16,1091,13,1305
2021,Bromley 028A,E01000727,244,41,61,1318,25,1689
2021,Bromley 019E,E01000728,248,33,54,1279,13,1627
2021,Bromley 014A,E01000729,292,34,57,1554,21,1958
2021,Bromley 014B,E01000730,251,20,45,1486,10,1812
2021,Bromley 023C,E01000731,169,19,35,1147,11,1381
2021,Bromley 023D,E01000732,163,21,32,1284,15,1515
2021,Bromley 023E,E01000733,232,12,52,1351,23,1670
2021,Bromley 028B,E01000734,148,15,42,1173,10,1388
2021,Bromley 014C,E01000735,223,13,56,1231,25,1548
2021,Bromley 010C,E01000736,201,12,33,1379,10,1635
2021,Bromley 010D,E01000737,183,23,28,1161,9,1404
2021,Bromley 014D,E01000738,234,34,55,1350,15,1688
2021,Bromley 014E,E01000739,209,19,46,1395,10,1679
2021,Bromley 005B,E01000741,391,51,135,1204,38,1819
2021,Bromley 005C,E01000742,450,75,153,1400,42,2120
2021,Bromley 009A,E01000743,427,63,93,1234,51,1868
2021,Bromley 009B,E01000744,353,34,54,1082,35,1558
2021,Bromley 005D,E01000745,366,68,94,1313,44,1885
2021,Bromley 005E,E01000746,336,49,99,1510,27,2021
2021,Bromley 042B,E01000747,132,14,19,1858,3,2026
2021,Bromley 042C,E01000748,90,5,16,1573,1,1685
2021,Bromley 036A,E01000749,109,5,6,1526,5,1651
2021,Bromley 036B,E01000750,135,15,21,1280,5,1456
2021,Bromley 036C,E01000751,301,73,98,1753,43,2268
2021,Bromley 036D,E01000752,143,18,20,1537,29,1747
2021,Bromley 031A,E01000753,179,17,22,1692,25,1935
2021,Bromley 031B,E01000754,214,50,60,1420,26,1770
2021,Bromley 031C,E01000755,184,17,41,1389,9,1640
2021,Bromley 033D,E01000756,213,21,26,1418,30,1708
2021,Bromley 031D,E01000757,144,23,35,1354,16,1572
2021,Bromley 031E,E01000758,211,21,42,1166,11,1451
2021,Bromley 034A,E01000759,120,8,22,1493,1,1644
2021,Bromley 034B,E01000760,157,11,34,1414,13,1629
2021,Bromley 034C,E01000761,106,6,13,1416,3,1544
2021,Bromley 018D,E01000762,278,51,71,1316,31,1747
2021,Bromley 027A,E01000763,122,14,12,1310,16,1474
2021,Bromley 027B,E01000764,234,25,30,1512,15,1816
2021,Bromley 034D,E01000765,163,26,43,1537,17,1786
2021,Bromley 027C,E01000766,145,15,15,1632,8,1815
2021,Bromley 027D,E01000767,129,14,18,1464,7,1632
2021,Bromley 034E,E01000768,130,9,17,1346,0,1502
2021,Bromley 024A,E01000769,152,12,13,1202,10,1389
2021,Bromley 012D,E01000770,223,20,39,1225,12,1519
2021,Bromley 041C,E01000771,219,20,44,1366,17,1666
2021,Bromley 012E,E01000772,235,21,40,1270,14,1580
2021,Bromley 024B,E01000773,181,10,28,1350,19,1588
2021,Bromley 041D,E01000774,199,19,40,1215,30,1503
2021,Bromley 024C,E01000775,310,31,55,1860,28,2284
2021,Bromley 024D,E01000777,217,11,16,1365,22,1631
2021,Bromley 024E,E01000778,194,23,30,1359,19,1625
2021,Bromley 001A,E01000779,256,21,50,1058,17,1402
2021,Bromley 001B,E01000780,286,38,79,1197,12,1612
2021,Bromley 001C,E01000781,235,39,87,1191,19,1571
2021,Bromley 001D,E01000782,282,17,81,1132,35,1547
2021,Bromley 001E,E01000783,273,32,80,1224,14,1623
2021,Bromley 002E,E01000784,210,25,33,1265,24,1557
2021,Bromley 001F,E01000785,222,46,51,1235,23,1577
2021,Bromley 032A,E01000786,199,22,30,1195,15,1461
2021,Bromley 029C,E01000787,187,17,33,1235,10,1482
2021,Bromley 029D,E01000788,240,23,77,1257,20,1617
2021,Bromley 032B,E01000789,316,17,58,1464,17,1872
2021,Bromley 028C,E01000790,369,127,155,1542,103,2296
2021,Bromley 029E,E01000791,201,20,25,1253,13,1512
2021,Bromley 032C,E01000792,249,28,45,1169,17,1508
2021,Bromley 032D,E01000793,191,25,31,1300,13,1560
2021,Bromley 035E,E01000794,204,15,14,1303,9,1545
2021,Bromley 032E,E01000795,196,23,25,1130,11,1385
2021,Bromley 009C,E01000796,378,36,76,1017,30,1537
2021,Bromley 013E,E01000797,222,44,40,1334,17,1657
2021,Bromley 009D,E01000798,320,46,85,1058,16,1525
2021,Bromley 004A,E01000799,324,58,132,1253,36,1803
2021,Bromley 009E,E01000800,349,55,118,1108,35,1665
2021,Bromley 015E,E01000801,276,39,59,1109,30,1513
2021,Bromley 004B,E01000802,312,27,70,1422,19,1850
2021,Bromley 004C,E01000803,292,33,52,1217,15,1609
2021,Bromley 004D,E01000804,261,22,51,1122,14,1470
2021,Bromley 004E,E01000805,248,60,61,1293,35,1697
2021,Bromley 009F,E01000806,379,74,90,1131,41,1715
2021,Bromley 022C,E01000807,176,35,48,1377,29,1665
2021,Bromley 025A,E01000808,194,15,41,1296,15,1561
2021,Bromley 022D,E01000809,143,9,21,1361,8,1542
2021,Bromley 025B,E01000810,181,18,26,1309,7,1541
2021,Bromley 025C,E01000811,181,33,42,1098,14,1368
2021,Bromley 028D,E01000812,245,41,51,1263,32,1632
2021,Bromley 025D,E01000813,186,9,53,1301,13,1562
2021,Bromley 028E,E01000814,251,17,16,1220,17,1521
2021,Bromley 025E,E01000815,151,2,17,1336,4,1510
2021,Bromley 040A,E01000816,304,38,52,1115,16,1525
2021,Bromley 040B,E01000818,242,29,48,1352,14,1685
2021,Bromley 040C,E01000819,309,61,104,1345,30,1849
2021,Bromley 008C,E01000820,241,15,47,1294,14,1611
2021,Bromley 008D,E01000822,243,53,75,1226,35,1632
2021,Bromley 008E,E01000823,207,36,66,1361,24,1694
2021,Bromley 008F,E01000824,225,49,62,1010,56,1402
2021,Bromley 008G,E01000825,203,59,73,1275,53,1663
2021,Bromley 021A,E01000826,185,17,14,1417,4,1637
2021,Bromley 021B,E01000827,286,61,59,1333,42,1781
2021,Bromley 011E,E01000828,255,23,42,1359,22,1701
2021,Bromley 018E,E01000829,312,73,118,1210,55,1768
2021,Bromley 021C,E01000830,199,13,10,1389,14,1625
2021,Bromley 021D,E01000831,253,44,76,1303,27,1703
2021,Bromley 030A,E01000832,183,24,14,1334,16,1571
2021,Bromley 021E,E01000833,142,3,10,1289,4,1448
2021,Bromley 027E,E01000834,144,5,20,1199,1,1369
2021,Bromley 030B,E01000835,216,35,48,1418,38,1755
2021,Bromley 030C,E01000836,151,9,27,1196,4,1387
2021,Bromley 030D,E01000837,182,7,28,1336,13,1566
2021,Bromley 030E,E01000838,127,15,18,1269,5,1434
2021,Bromley 030F,E01000839,137,9,16,1226,2,1390
2021,Bromley 030G,E01000840,127,6,9,1340,9,1491
2021,Bromley 030H,E01000841,171,17,25,1475,10,1698
2021,Camden 011A,E01000842,365,137,130,672,129,1433
2021,Camden 014A,E01000843,265,96,131,600,104,1196
2021,Camden 011B,E01000844,432,176,195,729,103,1635
2021,Camden 014B,E01000845,317,107,179,808,88,1499
2021,Camden 014C,E01000846,493,45,61,799,57,1455
2021,Camden 014D,E01000847,491,81,92,846,88,1598
2021,Camden 011C,E01000848,345,168,139,734,100,1486
2021,Camden 011D,E01000849,327,134,138,662,101,1362
2021,Camden 026A,E01000850,265,170,107,506,378,1426
2021,Camden 026B,E01000851,251,140,109,602,377,1479
2021,Camden 029H,E01000853,441,82,58,730,95,1406
2021,Camden 028A,E01000855,236,146,105,590,233,1310
2021,Camden 019A,E01000856,402,75,85,904,126,1592
2021,Camden 018A,E01000857,318,92,94,816,70,1390
2021,Camden 018B,E01000858,493,88,96,1123,132,1932
2021,Camden 018C,E01000859,276,110,106,867,101,1460
2021,Camden 018D,E01000860,283,45,69,642,81,1120
2021,Camden 019B,E01000861,318,102,100,743,103,1366
2021,Camden 018E,E01000862,316,138,135,975,121,1685
2021,Camden 021A,E01000863,277,151,108,751,186,1473
2021,Camden 009A,E01000866,427,104,96,1250,75,1952
2021,Camden 015C,E01000867,453,126,131,899,127,1736
2021,Camden 015D,E01000868,468,54,95,1034,95,1746
2021,Camden 015E,E01000869,376,124,140,1186,118,1944
2021,Camden 009B,E01000870,323,74,66,1083,56,1602
2021,Camden 005A,E01000871,435,88,91,979,66,1659
2021,Camden 005B,E01000872,470,168,192,810,98,1738
2021,Camden 005C,E01000873,311,94,112,1003,65,1585
2021,Camden 005D,E01000874,419,89,153,746,72,1479
2021,Camden 013A,E01000875,412,110,155,786,107,1570
2021,Camden 013B,E01000876,526,115,156,1051,74,1922
2021,Camden 005E,E01000877,315,138,150,766,90,1459
2021,Camden 004A,E01000878,449,167,145,797,156,1714
2021,Camden 004B,E01000879,277,151,101,628,143,1300
2021,Camden 004C,E01000880,349,142,175,614,132,1412
2021,Camden 008A,E01000881,327,143,150,589,176,1385
2021,Camden 008B,E01000882,320,144,139,721,129,1453
2021,Camden 008C,E01000883,337,179,222,593,177,1508
2021,Camden 004D,E01000884,373,117,84,831,65,1470
2021,Camden 004E,E01000885,318,81,95,719,67,1280
2021,Camden 006A,E01000886,284,35,74,911,26,1330
2021,Camden 006B,E01000887,260,102,111,823,91,1387
2021,Camden 006C,E01000888,320,72,72,950,56,1470
2021,Camden 007A,E01000889,444,30,56,1212,27,1769
2021,Camden 007B,E01000890,407,37,51,797,24,1316
2021,Camden 007C,E01000891,423,60,44,907,51,1485
2021,Camden 006D,E01000892,437,98,102,1065,89,1791
2021,Camden 002A,E01000893,312,86,110,811,58,1377
2021,Camden 002B,E01000894,247,115,96,705,107,1270
